,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,1034.28067533,10.0,1038.28160413,img/B/outside_nat\sun_aamsdbqhyyzabsdt.png,Outdoor,1046.2846593,16.0,1044.27839812,Left,0,1,0,1.0,8.0,1036.28680807
1,24.0,1052.28666388,28.0,1056.28249898,img/B/outside_man\sun_aafcenazuuykcysr.png,Outdoor,1064.27410374,34.0,1062.28450497,Right,1,1,1,2.0,26.0,1054.27629485
2,38.0,1066.28031312,42.0,1070.27612442,img/B/inside\sun_aaqqcbxvhtgfloyu.png,Indoor,1078.28434538,48.0,1076.27810766,Left,2,1,2,3.0,40.0,1068.2864812
3,54.0,1082.28016403,58.0,1086.27602643,img/B/inside\sun_aaczmpbmprzjcofd.png,Indoor,1096.27377162,66.0,1094.2841816,NearLeft,3,1,3,4.0,56.0,1084.28635417
4,70.0,1098.28005415,74.0,1102.2758182,,None,1110.28404127,80.0,1108.27778044,Left,4,1,4,5.0,72.0,1100.28623483
5,84.0,1112.27369778,88.0,1116.28605495,img/B/outside_man\sun_aaxppqqoemukaosc.png,Outdoor,1124.2776555,94.0,1122.27144717,NearRight,5,1,5,6.0,86.0,1114.27984487
6,98.0,1126.28387818,102.0,1130.27970278,img/B/inside\sun_aaguxgrqaehrwaip.png,Indoor,1138.27130929,108.0,1136.28170877,Right,6,1,6,7.0,100.0,1128.27347906
7,116.0,1144.27333347,120.0,1148.28574908,img/B/inside\sun_aaiuzbtklnxpvzbv.png,Indoor,1156.27733109,126.0,1154.27114306,NearRight,7,1,7,8.0,118.0,1146.2795362
8,136.0,1164.28559125,140.0,1168.2814085,,None,1178.27922159,148.0,1176.27301466,Left,8,1,8,9.0,138.0,1166.27516237
9,158.0,1186.2874457,162.0,1190.2832745,,None,1198.27487051,168.0,1196.28527663,NearRight,9,1,9,10.0,160.0,1188.27702907
10,172.0,1200.28110123,176.0,1204.27688489,img/B/outside_nat\sun_aaaxbrksvmdyrhpe.png,Outdoor,1212.28510445,182.0,1210.27891607,NearRight,10,1,10,11.0,174.0,1202.27063841
11,190.0,1218.28711883,194.0,1222.28299103,,None,1230.27475572,200.0,1228.28495677,Right,11,1,11,12.0,192.0,1220.27671866
12,204.0,1232.28078907,208.0,1236.27655242,,None,1244.28482483,214.0,1242.27931363,NearRight,12,1,12,13.0,206.0,1234.27035529
13,218.0,1246.2744201,222.0,1250.27022301,,None,1258.27846672,228.0,1256.27223984,NearLeft,13,1,13,14.0,220.0,1248.28061724
14,234.0,1262.27424932,238.0,1266.28667158,,None,1276.28451721,246.0,1274.27829524,Right,14,1,14,15.0,236.0,1264.2804398
15,250.0,1278.27408064,254.0,1282.2865232,img/B/outside_man\sun_abjkwkawctptshmr.png,Outdoor,1294.27392001,264.0,1292.28435308,Right,15,1,15,16.0,252.0,1280.28031172
16,270.0,1298.28637411,274.0,1302.28215812,img/B/inside\sun_aampvkbsihnfucrn.png,Indoor,1312.2800167,282.0,1310.27378002,Right,16,1,16,17.0,272.0,1300.27594734
17,286.0,1314.28620613,290.0,1318.28201708,img/B/inside\sun_aaeivpaottmutnqm.png,Indoor,1328.27986552,298.0,1326.27360329,NearLeft,17,1,17,18.0,288.0,1316.2758014
18,304.0,1332.27713196,308.0,1336.27148777,img/B/outside_nat\sun_aafblbfkfftldfxp.png,Outdoor,1346.28667683,316.0,1344.27969683,NearLeft,18,1,18,19.0,306.0,1334.2818449
19,326.0,1354.27754282,330.0,1358.27333102,,None,1366.28154988,336.0,1364.27533246,NearLeft,19,1,19,20.0,328.0,1356.28371685
20,340.0,1368.27117525,344.0,1372.28357967,img/B/outside_man\sun_acfkaobymiptdeij.png,Outdoor,1380.27518477,350.0,1378.28558215,NearLeft,20,1,20,21.0,342.0,1370.27737344
21,354.0,1382.2814008,358.0,1386.27723485,img/B/inside\sun_aajuhnhxgwkyyrwb.png,Indoor,1396.27500874,366.0,1394.28541417,NearRight,21,1,21,22.0,356.0,1384.27100832
22,370.0,1398.28124647,374.0,1402.27740983,img/B/outside_nat\sun_aaivblcmcmxaurgo.png,Outdoor,1414.28107604,384.0,1412.27484846,Left,22,1,22,23.0,372.0,1400.27202741
23,394.0,1422.2893026,398.0,1426.2851531,img/B/inside\sun_abrfwthdzagzztaq.png,Indoor,1434.2767673,404.0,1432.28712583,Left,23,1,23,24.0,396.0,1424.27892342
