,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,103.603740187,10.0,107.599550438,img/B/inside\sun_aaydtryfnfbvlvli.png,Indoor,115.607777001,16.0,113.601550823,NearLeft,0,1,0,1.0,8.0,105.609946417
1,22.0,119.603686992,26.0,123.615990615,img/B/outside_man\sun_aawwwkzunboneeyy.png,Outdoor,131.607610769,32.0,129.60138879,NearLeft,1,1,1,2.0,24.0,121.609785435
2,42.0,139.615849931,46.0,143.611643034,img/B/outside_nat\sun_aaansjgvhbrbxvvk.png,Outdoor,155.615678449,56.0,153.609444221,Right,2,1,2,3.0,44.0,141.605413006
3,60.0,157.605270572,64.0,161.601062275,,None,169.609314385,70.0,167.603098706,Left,3,1,3,4.0,62.0,159.611809616
4,74.0,171.615522716,78.0,175.611335068,,None,183.602955571,84.0,181.61334945,NearRight,4,1,4,5.0,76.0,173.605091041
5,88.0,185.609797683,92.0,189.604936358,img/B/inside\sun_aatezwwkfesvyuij.png,Indoor,197.613179719,98.0,195.606960889,Left,5,1,5,6.0,90.0,187.615337236
6,104.0,201.609668897,108.0,205.606426847,,None,213.613951735,114.0,211.606990636,NearLeft,6,1,6,7.0,106.0,203.615847131
7,118.0,215.602613658,122.0,219.61501667,,None,229.612867902,130.0,227.606643474,Left,7,1,7,8.0,120.0,217.608825138
8,136.0,233.608676054,140.0,237.604435212,img/B/outside_nat\sun_aagzczontectgtzw.png,Outdoor,247.602287843,148.0,245.612693621,Right,8,1,8,9.0,138.0,235.614865487
9,152.0,249.608515072,156.0,253.604297676,,None,261.612560285,162.0,259.606320108,Right,9,1,9,10.0,154.0,251.614702054
10,170.0,267.614552271,174.0,271.610364272,img/B/inside\sun_aaxoyiyedszmasjo.png,Indoor,279.601973577,180.0,277.612372356,NearRight,10,1,10,11.0,172.0,269.604119546
11,184.0,281.608203605,188.0,285.60398481,img/B/outside_man\sun_abnrpxwqomrizaxl.png,Outdoor,295.601791947,196.0,293.612204374,NearRight,11,1,11,12.0,186.0,283.614380089
12,206.0,303.611744873,210.0,307.606004792,img/B/inside\sun_aawpvmrpwqvdtgzt.png,Indoor,315.614076672,216.0,313.607870091,Right,12,1,12,13.0,208.0,305.616911016
13,224.0,321.616095254,228.0,325.611914255,img/B/inside\sun_abqowuarvqqcnipn.png,Indoor,333.603485764,234.0,331.61391219,Left,13,1,13,14.0,226.0,323.605684227
14,238.0,335.609702844,242.0,339.605541792,img/B/inside\sun_aajprzhesstyaktd.png,Indoor,349.603353128,250.0,347.613751557,Right,14,1,14,15.0,240.0,337.615927272
15,254.0,351.609565308,258.0,355.605391659,,None,363.613584625,264.0,361.607394493,NearLeft,15,1,15,16.0,256.0,353.615734443
16,274.0,371.624259174,278.0,375.600985984,,None,383.610353073,284.0,381.603875272,Right,16,1,16,17.0,276.0,373.61140471
17,288.0,385.61613445,292.0,389.612805959,img/B/outside_nat\sun_acfggivnbgypvwex.png,Outdoor,401.615292091,302.0,399.609062763,Left,17,1,17,18.0,290.0,387.607830545
18,306.0,403.604909411,310.0,407.600680117,img/B/inside\sun_acerznjesvvkvymi.png,Indoor,417.615181153,318.0,415.608910529,NearRight,18,1,18,19.0,308.0,405.611098843
19,326.0,423.617139542,330.0,427.61298094,img/B/outside_man\sun_aaxirkpajectciho.png,Outdoor,437.610802775,338.0,435.604573797,Left,19,1,19,20.0,328.0,425.606761061
20,348.0,445.602390732,352.0,449.614817542,img/B/outside_man\sun_acevqiqryuokiacc.png,Outdoor,459.613303955,360.0,457.607099474,NearLeft,20,1,20,21.0,350.0,447.608606062
21,370.0,467.60426233,374.0,471.600041086,,None,479.608281297,380.0,477.602068767,NearRight,21,1,21,22.0,372.0,469.611166386
22,384.0,481.616015463,388.0,485.611234978,img/B/outside_nat\sun_aaarffxrewgissla.png,Outdoor,493.601927032,394.0,491.613435891,NearRight,22,1,22,23.0,386.0,483.621362886
23,398.0,495.608135013,402.0,499.603970812,img/B/inside\sun_aafkyzekyiexahmz.png,Indoor,507.612180926,408.0,505.605967696,NearLeft,23,1,23,24.0,400.0,497.614332844
