,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,1055.48431207,10.0,1059.48010412,,None,1067.48835623,16.0,1065.48212095,Right,0,1,0,1.0,8.0,1057.490519
1,20.0,1069.49456736,24.0,1073.49038111,img/A/outside_man\sun_abcpbpidmlveztau.png,Outdoor,1081.48197082,30.0,1079.492385,Left,1,1,1,2.0,22.0,1071.48413464
2,40.0,1089.49019528,44.0,1093.48604473,img/A/outside_nat\sun_atairfpicwcmswbb.png,Outdoor,1101.49426044,50.0,1099.48831843,Right,2,1,2,3.0,42.0,1091.47977936
3,60.0,1109.485889,64.0,1113.48166635,img/A/inside\sun_atbyxovooehnzemf.png,Indoor,1123.47952913,72.0,1121.48989711,NearLeft,3,1,3,4.0,62.0,1111.49208298
4,76.0,1125.48573151,80.0,1129.48151202,,None,1137.48976238,86.0,1135.4835425,NearLeft,4,1,4,5.0,78.0,1127.49192025
5,90.0,1139.47934435,94.0,1143.49177536,,None,1153.48971023,102.0,1151.48337032,NearRight,5,1,5,6.0,92.0,1141.48556738
6,106.0,1155.47930761,110.0,1159.49162383,img/A/outside_man\sun_bezqwfdkvrlqbokm.png,Outdoor,1167.48323698,116.0,1165.49364836,NearRight,6,1,6,7.0,108.0,1157.4854358
7,120.0,1169.48948101,124.0,1173.48527306,,None,1183.48308405,132.0,1181.49348528,Left,7,1,7,8.0,122.0,1171.47902134
8,136.0,1185.48930953,140.0,1189.48513168,img/A/inside\sun_driyvaqmmhjdxhuk.png,Indoor,1197.49334354,146.0,1195.48711596,NearRight,8,1,8,9.0,138.0,1187.47886735
9,152.0,1201.48915694,156.0,1205.48496475,img/A/outside_nat\sun_aatvwcgvlmswovhv.png,Outdoor,1213.49318116,162.0,1211.48693468,NearLeft,9,1,9,10.0,154.0,1203.47873367
10,172.0,1221.48480866,176.0,1225.48058777,img/A/inside\sun_agxipqjrftuwlwpl.png,Indoor,1233.48885038,182.0,1231.48261895,Left,10,1,10,11.0,174.0,1223.4910051
11,190.0,1239.49082626,194.0,1243.48665576,img/A/inside\sun_artoiedgagfbgesn.png,Indoor,1255.49070553,204.0,1253.4844888,NearRight,11,1,11,12.0,192.0,1241.48044078
12,208.0,1257.480319,212.0,1261.49272201,,None,1269.48435371,218.0,1267.49472904,NearRight,12,1,12,13.0,210.0,1259.48648778
13,222.0,1271.49055679,226.0,1275.4863184,img/A/outside_man\sun_aaafvavryivlwifa.png,Outdoor,1283.49457401,232.0,1281.48836638,NearLeft,13,1,13,14.0,224.0,1273.48014367
14,238.0,1287.49040946,242.0,1291.48617352,img/A/outside_man\sun_amiicpnvbwxskvmh.png,Outdoor,1301.4840363,250.0,1299.49441268,Right,14,1,14,15.0,240.0,1289.47996589
15,256.0,1305.47982415,260.0,1309.49317066,img/A/inside\sun_aqqqvkeocxjjbmvb.png,Indoor,1317.48388406,266.0,1315.49427164,Left,15,1,15,16.0,258.0,1307.48601183
16,276.0,1325.49210608,280.0,1329.48792228,,None,1339.48574656,288.0,1337.49612154,Left,16,1,16,17.0,278.0,1327.48169365
17,292.0,1341.49195874,296.0,1345.48777039,img/A/outside_nat\sun_bgibqzzsihgolcxc.png,Outdoor,1353.47936185,302.0,1351.48978408,Left,17,1,17,18.0,294.0,1343.48153687
18,312.0,1361.48760311,316.0,1365.48343156,,None,1375.48124605,324.0,1373.49163783,Right,18,1,18,19.0,314.0,1363.49383209
19,328.0,1377.48745788,332.0,1381.48327583,img/A/outside_nat\sun_anbimwjszaokyqiw.png,Outdoor,1389.49148699,338.0,1387.48527236,NearRight,19,1,19,20.0,330.0,1379.49365291
20,344.0,1393.48731229,348.0,1397.4831243,img/A/inside\sun_aqjtevapheavsuzi.png,Indoor,1409.48716041,358.0,1407.48090798,NearLeft,20,1,20,21.0,346.0,1395.49350103
21,362.0,1411.49335334,366.0,1415.48917164,img/A/inside\sun_ahsovvjhbcyntaak.png,Indoor,1423.48076625,372.0,1421.49118148,Right,21,1,21,22.0,364.0,1413.48296086
22,378.0,1427.49320566,382.0,1431.48901731,,None,1439.48062731,388.0,1437.49102189,NearLeft,22,1,22,23.0,380.0,1429.48280163
23,392.0,1441.48685384,396.0,1445.48266129,img/A/inside\sun_azufbqqrxemnbupk.png,Indoor,1455.48044743,404.0,1453.49086861,Right,23,1,23,24.0,394.0,1443.49303803
