,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,133.744176191,10.0,137.744165692,,None,145.744106548,16.0,143.744118797,Left,0,1,0,1.0,8.0,135.752007646
1,26.0,153.74418039,30.0,157.744048804,img/B/inside\sun_aamjvvtynbmxfheq.png,Indoor,165.743979162,36.0,163.743987911,NearLeft,1,1,1,2.0,28.0,155.744047754
2,40.0,167.743969713,44.0,171.743957814,,None,179.743882922,50.0,177.74390532,NearLeft,2,1,2,3.0,42.0,169.743954315
3,54.0,181.743877673,58.0,185.743879773,,None,197.743782833,68.0,195.743774084,NearRight,3,1,3,4.0,56.0,183.743843377
4,74.0,201.743776184,78.0,205.743754486,img/B/outside_nat\sun_aaaxbrksvmdyrhpe.png,Outdoor,215.743663846,86.0,213.743664196,NearLeft,4,1,4,5.0,76.0,203.743751336
5,92.0,219.743667345,96.0,223.743642148,img/B/outside_nat\sun_acfggivnbgypvwex.png,Outdoor,231.743569356,102.0,229.743570056,NearRight,5,1,5,6.0,94.0,221.743634449
6,108.0,235.743569706,112.0,239.743523511,,None,247.743448269,118.0,245.743476266,Right,6,1,6,7.0,110.0,237.74353121
7,124.0,251.743474166,128.0,255.743450719,img/B/inside\sun_aanbmbnyyowsobsg.png,Indoor,263.743390175,134.0,261.743354479,Right,7,1,7,8.0,126.0,253.743456318
8,142.0,269.743355179,146.0,273.743327532,img/B/inside\sun_aaqqcbxvhtgfloyu.png,Indoor,281.743283437,152.0,279.743271188,Left,8,1,8,9.0,144.0,271.743334881
9,156.0,283.743278887,160.0,287.743248791,,None,295.743173899,166.0,293.743180548,Left,9,1,9,10.0,158.0,285.743247041
10,170.0,297.743186847,174.0,301.74316375,img/B/outside_man\sun_aaoambggxfqxoibv.png,Outdoor,311.743074159,182.0,309.743055961,Left,10,1,10,11.0,172.0,299.743136453
11,186.0,313.743097607,190.0,317.74306541,,None,325.742969871,196.0,323.743000667,NearLeft,11,1,11,12.0,188.0,315.743054562
12,200.0,327.742987369,204.0,331.74297757,img/B/inside\sun_aaylakcooequagux.png,Indoor,339.742878181,210.0,337.742892179,NearRight,12,1,12,13.0,202.0,329.742955522
13,218.0,345.74287958,222.0,349.742866282,img/B/inside\sun_abrnurmopsgqkxvn.png,Indoor,357.742773542,228.0,355.74668437,NearRight,13,1,13,14.0,220.0,347.742866632
14,238.0,365.752513691,242.0,369.742717548,img/B/inside\sun_acerznjesvvkvymi.png,Indoor,379.742693401,250.0,377.742683602,Right,14,1,14,15.0,240.0,367.742727347
15,254.0,381.742664004,258.0,385.742629357,img/B/outside_man\sun_aaxbnfjjlyocwwwo.png,Outdoor,393.742595411,264.0,391.742578613,Left,15,1,15,16.0,256.0,383.742620258
16,268.0,395.742576863,272.0,399.742548866,,None,407.742495322,278.0,405.742459626,Right,16,1,16,17.0,270.0,397.742549916
17,282.0,409.742495672,286.0,413.742461376,img/B/outside_man\sun_aanszwuidyonrpfe.png,Outdoor,423.742347288,294.0,421.742385084,NearRight,17,1,17,18.0,284.0,411.742470125
18,298.0,425.742395233,302.0,429.742374235,img/B/outside_man\sun_aaancoinbvtdypbc.png,Outdoor,439.742251048,310.0,437.742281495,NearLeft,18,1,18,19.0,300.0,427.742369685
19,320.0,447.742363036,324.0,451.742198904,img/B/inside\sun_aaydtryfnfbvlvli.png,Indoor,459.742181756,330.0,457.742178606,NearLeft,19,1,19,20.0,322.0,449.742200304
20,336.0,463.742165657,340.0,467.742126112,img/B/outside_nat\sun_aamsdbqhyyzabsdt.png,Outdoor,477.742078867,348.0,475.742078517,Right,20,1,20,21.0,338.0,465.742096365
21,354.0,481.742020423,358.0,485.74195463,img/B/outside_nat\sun_aafqfjpechscyidz.png,Outdoor,495.742584562,366.0,493.742659804,Right,21,1,21,22.0,356.0,483.742002225
22,370.0,497.742583862,374.0,501.746934243,,None,513.741791548,384.0,511.741826544,NearRight,22,1,22,23.0,372.0,499.743104606
23,394.0,521.741785598,398.0,525.741739403,img/B/inside\sun_aawpvmrpwqvdtgzt.png,Indoor,533.741685859,404.0,531.741693208,Left,23,1,23,24.0,396.0,523.741732404
