,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,136.512069673,10.0,140.506577366,img/B/outside_nat\sun_aanfjwabnufovale.png,Outdoor,148.499774799,16.0,146.50857425,NearLeft,0,1,0,1.0,8.0,138.500376034
1,20.0,150.506711401,24.0,154.500201053,,None,162.509149938,30.0,160.502326374,Left,1,1,1,2.0,22.0,152.511260561
2,34.0,164.49800224,38.0,168.51043465,img/B/outside_man\sun_abccjavmhpzzenxf.png,Outdoor,178.508939261,46.0,176.50199741,Right,2,1,2,3.0,36.0,166.504186773
3,52.0,182.50468197,56.0,186.501291886,,None,194.508043358,62.0,192.501800381,Right,3,1,3,4.0,54.0,184.510882601
4,72.0,202.499647063,76.0,206.495454515,img/B/inside\sun_aawpvmrpwqvdtgzt.png,Indoor,214.503808814,82.0,212.49744615,Right,4,1,4,5.0,74.0,204.505843145
5,86.0,216.509866661,90.0,220.505673763,,None,230.50347705,98.0,228.497273969,NearLeft,5,1,5,6.0,88.0,218.499459483
6,102.0,232.50968468,106.0,236.505496332,img/B/inside\sun_aaczmpbmprzjcofd.png,Indoor,244.497057692,112.0,242.507485168,Right,6,1,6,7.0,104.0,234.499284852
7,116.0,246.503964547,120.0,250.499125269,img/B/inside\sun_abbahynvuqekslgb.png,Indoor,258.509142589,126.0,256.504191673,NearLeft,7,1,7,8.0,118.0,248.514066208
8,130.0,260.514189395,134.0,264.509329119,,None,276.496733277,144.0,274.508563051,NearRight,8,1,8,9.0,132.0,262.503099441
9,148.0,278.50292096,152.0,282.498761659,img/B/inside\sun_abfapslzvjbwpbfq.png,Indoor,290.506968273,158.0,288.500732296,Left,9,1,9,10.0,150.0,280.509125791
10,164.0,294.503431905,168.0,298.498578628,img/B/outside_man\sun_acfkaobymiptdeij.png,Outdoor,308.496378416,176.0,306.506770545,Left,10,1,10,11.0,166.0,296.508941361
11,180.0,310.502598645,184.0,314.498389649,,None,322.506603613,190.0,320.500377434,NearLeft,11,1,11,12.0,182.0,312.508790527
12,194.0,324.512804594,198.0,328.508607847,img/B/outside_nat\sun_aacbgqunsjqeatcv.png,Outdoor,336.500196504,204.0,334.510607181,NearRight,12,1,12,13.0,196.0,326.502378518
13,210.0,340.495988908,214.0,344.508435315,,None,354.506249801,222.0,352.500007874,NearRight,13,1,13,14.0,212.0,342.502199688
14,232.0,362.497850707,236.0,366.513224549,,None,376.510749616,244.0,374.501845526,Right,14,1,14,15.0,234.0,364.504046089
15,250.0,380.503884056,254.0,384.499664211,img/B/inside\sun_aasdufdzroddfmmw.png,Indoor,396.504364204,264.0,394.497480097,NearRight,15,1,15,16.0,252.0,382.51006264
16,272.0,402.506383487,276.0,406.503312218,img/B/inside\sun_aaqqcbxvhtgfloyu.png,Indoor,414.510844805,282.0,412.504511188,Left,16,1,16,17.0,274.0,404.495276734
17,292.0,422.501306584,296.0,426.49726067,img/B/outside_nat\sun_abdoxebvkrdofyyh.png,Outdoor,436.511533181,304.0,434.505323451,Left,17,1,17,18.0,294.0,424.507512815
18,308.0,438.501137552,312.0,442.497039144,img/B/outside_man\sun_absfbbobjbzkaliz.png,Outdoor,450.505927136,318.0,448.49893629,NearLeft,18,1,18,19.0,310.0,440.507332584
19,328.0,458.496765124,332.0,462.509883459,img/B/inside\sun_aaeycnkjwmvweywi.png,Indoor,470.500767292,338.0,468.512367841,NearRight,19,1,19,20.0,330.0,460.502954206
20,346.0,476.502766277,350.0,480.498546782,img/B/inside\sun_aaxoyiyedszmasjo.png,Indoor,490.496418661,358.0,488.507032317,NearLeft,20,1,20,21.0,348.0,478.513936722
21,364.0,494.508798226,368.0,498.504597979,,None,506.496231431,374.0,504.50746172,Left,21,1,21,22.0,366.0,496.498351853
22,380.0,510.508687988,384.0,514.504432447,img/B/outside_nat\sun_aaivblcmcmxaurgo.png,Outdoor,522.496026004,390.0,520.506420583,NearRight,22,1,22,23.0,382.0,512.514811278
23,394.0,524.502262681,398.0,528.498046336,img/B/outside_man\sun_acevqiqryuokiacc.png,Outdoor,536.506245251,404.0,534.500034471,Right,23,1,23,24.0,396.0,526.508729633
