,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,179.670532933,10.0,183.683011537,img/B/outside_nat\sun_aaaxbrksvmdyrhpe.png,Outdoor,195.6703709,20.0,193.68076443,Left,0,1,0,1.0,8.0,181.676724815
1,24.0,197.676624026,28.0,201.672364286,,None,213.67640635,38.0,211.670195569,NearRight,1,1,1,2.0,26.0,199.682774963
2,48.0,221.684644111,52.0,225.680476061,,None,233.672059118,58.0,231.682459997,Left,2,1,2,3.0,50.0,223.674238333
3,62.0,235.678281447,66.0,239.674090299,img/B/inside\sun_abwmjfnrmqjdltxn.png,Indoor,249.671893236,74.0,247.682315112,Left,3,1,3,4.0,64.0,237.68446703
4,78.0,251.678119765,82.0,255.673925117,img/B/outside_nat\sun_aabtemlmesogqbbp.png,Outdoor,263.68215518,88.0,261.675889805,NearRight,4,1,4,5.0,80.0,253.684309547
5,94.0,267.677962982,98.0,271.673780583,img/B/outside_nat\sun_aalzlpkakxhogvru.png,Outdoor,279.681994197,104.0,277.675763819,Right,5,1,5,6.0,96.0,269.684137016
6,112.0,285.68400158,116.0,289.679816732,img/B/inside\sun_abntrinbqbsqoowj.png,Indoor,299.677639967,124.0,297.671410288,Right,6,1,6,7.0,114.0,287.673592303
7,128.0,301.683834298,132.0,305.679654699,img/B/outside_man\sun_abnrpxwqomrizaxl.png,Outdoor,313.671258055,138.0,311.681645285,Right,7,1,7,8.0,130.0,303.67343447
8,146.0,319.673297985,150.0,323.669086889,,None,333.683510933,158.0,331.677276006,Right,8,1,8,9.0,148.0,321.679475869
9,164.0,337.679382429,168.0,341.675124088,img/B/inside\sun_aawpvmrpwqvdtgzt.png,Indoor,349.683605073,174.0,347.677131471,Left,9,1,9,10.0,166.0,339.668910508
10,178.0,351.672980569,182.0,355.668764924,img/B/inside\sun_aakejyolaigkvisc.png,Indoor,363.676972239,188.0,361.670771257,NearLeft,10,1,10,11.0,180.0,353.679158103
11,194.0,367.672817837,198.0,371.668606391,,None,381.683031485,206.0,379.676810906,Left,11,1,11,12.0,196.0,369.688669377
12,210.0,383.672654054,214.0,387.668448908,,None,395.676673721,220.0,393.670449992,NearRight,12,1,12,13.0,212.0,385.678849436
13,224.0,397.682884501,228.0,401.678694753,img/B/inside\sun_aawjsoxboluadxgw.png,Indoor,409.67028656,234.0,407.680638793,NearRight,13,1,13,14.0,226.0,399.672490272
14,238.0,411.676518337,242.0,415.672334539,,None,423.680544653,248.0,421.674316725,NearLeft,14,1,14,15.0,240.0,413.68270952
15,252.0,425.670147625,256.0,429.682567435,img/B/inside\sun_abaergayifsgacxt.png,Indoor,437.674170091,262.0,435.68456257,NearLeft,15,1,15,16.0,254.0,427.676343006
16,266.0,439.680398719,270.0,443.676208971,img/B/outside_man\sun_abjgcvejnikiqaly.png,Outdoor,453.674014008,278.0,451.684423635,Left,16,1,16,17.0,268.0,441.669969844
17,286.0,459.676009492,290.0,463.671979677,img/B/inside\sun_aasdufdzroddfmmw.png,Indoor,471.680065555,296.0,469.673839726,NearRight,17,1,17,18.0,288.0,461.68224197
18,306.0,479.671696208,310.0,483.68410272,img/B/outside_man\sun_acfkaobymiptdeij.png,Outdoor,493.681938203,318.0,491.675719724,NearLeft,18,1,18,19.0,308.0,481.67788844
19,328.0,501.673538059,332.0,505.66935496,,None,515.683855296,340.0,513.677577673,NearLeft,19,1,19,20.0,330.0,503.679814982
20,344.0,517.673404373,348.0,521.669193278,img/B/inside\sun_abzjxlmkwnwzimua.png,Indoor,529.677417041,354.0,527.671215009,Right,20,1,20,21.0,346.0,519.679578058
21,364.0,537.669039644,368.0,541.681472403,img/B/outside_man\sun_aaxirkpajectciho.png,Outdoor,549.67306561,374.0,547.683462989,NearLeft,21,1,21,22.0,366.0,539.675248324
22,378.0,551.679269391,382.0,555.67510834,,None,563.683311455,388.0,561.677107674,Right,22,1,22,23.0,380.0,553.668862213
23,396.0,569.685367483,400.0,573.681157437,img/B/outside_nat\sun_aagkrwwxayqfeara.png,Outdoor,581.672744345,406.0,579.683144523,NearRight,23,1,23,24.0,398.0,571.674925309
