,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,907.409453773,10.0,911.409408628,img/B/inside\sun_accyvmvbgmzabmow.png,Indoor,919.409417727,16.0,917.409427176,NearLeft,0,1,0,1.0,8.0,909.409423677
1,22.0,923.409467072,26.0,927.409354034,img/B/outside_man\sun_aaxirkpajectciho.png,Outdoor,935.409364883,32.0,933.409342485,NearLeft,1,1,1,2.0,24.0,925.409346335
2,42.0,943.409260244,46.0,947.409304339,img/B/outside_nat\sun_aazwxarwchtbkpuq.png,Outdoor,959.410293686,56.0,957.426637331,Right,2,1,2,3.0,44.0,945.410095606
3,60.0,961.410294736,64.0,965.410280737,,None,973.410275138,70.0,971.410237342,Left,3,1,3,4.0,62.0,963.410233492
4,74.0,975.410280737,78.0,979.409138456,,None,987.409136007,84.0,985.409137406,NearRight,4,1,4,5.0,76.0,977.409183602
5,88.0,989.40909996,92.0,993.409059015,img/B/inside\sun_aaylakcooequagux.png,Indoor,1001.40907826,98.0,999.409081412,Left,5,1,5,6.0,90.0,991.409073363
6,104.0,1005.40903277,108.0,1009.40902822,,None,1017.40904047,114.0,1015.40902122,NearLeft,6,1,6,7.0,106.0,1007.40901142
7,118.0,1019.40895263,122.0,1023.40896872,,None,1033.40896872,130.0,1031.40896382,Left,7,1,7,8.0,120.0,1021.40894528
8,136.0,1037.40890888,140.0,1041.40891168,img/B/outside_nat\sun_aamepsrqelgzeleo.png,Outdoor,1051.40887808,148.0,1049.40888018,Right,8,1,8,9.0,138.0,1039.40887178
9,152.0,1053.40883994,156.0,1057.40882594,,None,1065.40882944,162.0,1063.40882839,Right,9,1,9,10.0,154.0,1055.40880704
10,170.0,1071.40878744,174.0,1075.40877204,img/B/inside\sun_aawjsoxboluadxgw.png,Indoor,1083.40875455,180.0,1081.4087171,NearRight,10,1,10,11.0,172.0,1073.408764
11,184.0,1085.4087353,188.0,1089.40871675,img/B/outside_man\sun_abuxdbyqfhrcggnx.png,Outdoor,1099.40899462,196.0,1097.4087059,NearRight,11,1,11,12.0,186.0,1087.40868175
12,206.0,1107.40863416,210.0,1111.40865446,img/B/inside\sun_aanzabthnsqaomio.png,Indoor,1119.40858236,216.0,1117.40855682,Right,12,1,12,13.0,208.0,1109.40862961
13,224.0,1125.40856452,228.0,1129.40857781,img/B/inside\sun_aamjvvtynbmxfheq.png,Indoor,1137.40851132,234.0,1135.40850922,Left,13,1,13,14.0,226.0,1127.40859811
14,238.0,1139.40853652,242.0,1143.40852952,img/B/inside\sun_abrfwthdzagzztaq.png,Indoor,1153.40844658,250.0,1151.40846373,Right,14,1,14,15.0,240.0,1141.40847947
15,254.0,1155.40845883,258.0,1159.40846618,,None,1167.40836924,264.0,1165.40840213,NearLeft,15,1,15,16.0,256.0,1157.40844938
16,274.0,1175.40839513,278.0,1179.40834439,,None,1187.40832479,284.0,1185.40831359,Right,16,1,16,17.0,276.0,1177.40837344
17,288.0,1189.40835734,292.0,1193.40832199,img/B/outside_nat\sun_aalltyvjhbzhkmvg.png,Outdoor,1205.41123649,302.0,1203.408273,Left,17,1,17,18.0,290.0,1191.40832829
18,306.0,1207.40828175,310.0,1211.40823415,img/B/inside\sun_abqowuarvqqcnipn.png,Indoor,1221.4082373,318.0,1219.40818936,NearRight,18,1,18,19.0,308.0,1209.408238
19,326.0,1227.40818621,330.0,1231.40813021,img/B/outside_man\sun_aajuzribjrizdshh.png,Outdoor,1241.40813511,338.0,1239.40815436,Left,19,1,19,20.0,328.0,1229.40812391
20,348.0,1249.40806477,352.0,1253.40808087,img/B/outside_nat\sun_aadneptrbqhkzwag.png,Outdoor,1263.40803397,360.0,1261.40802277,NearLeft,20,1,20,21.0,350.0,1251.40807177
21,370.0,1271.42466599,374.0,1275.41067585,,None,1283.40794613,380.0,1281.40896592,NearRight,21,1,21,22.0,372.0,1273.41062755
22,384.0,1285.40798043,388.0,1289.40793003,img/B/outside_man\sun_abjgcvejnikiqaly.png,Outdoor,1297.40788559,394.0,1295.40787579,NearRight,22,1,22,23.0,386.0,1287.42535611
23,398.0,1299.40789189,402.0,1303.40790449,img/B/inside\sun_abmbwwayihjktmqb.png,Indoor,1311.40784814,408.0,1309.40785514,NearLeft,23,1,23,24.0,400.0,1301.40790589
