,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,128.845046162,10.0,132.845023064,img/B/outside_man\sun_abjkwkawctptshmr.png,Outdoor,142.845024814,18.0,140.861651171,Right,0,1,0,1.0,8.0,130.845040562
1,22.0,144.84497092,26.0,148.844942223,,None,158.844855432,34.0,156.86156963,NearLeft,1,1,1,2.0,24.0,146.844943273
2,42.0,164.844834435,46.0,168.844773191,img/B/inside\sun_aajspcoepticvplv.png,Indoor,176.844746594,52.0,174.844770042,Left,2,1,2,3.0,44.0,166.844810987
3,62.0,184.861419496,66.0,188.844681151,img/B/outside_man\sun_acebwlwlbivavdcn.png,Outdoor,196.844645105,72.0,194.844641255,Left,3,1,3,4.0,64.0,186.844638106
4,76.0,198.844632856,80.0,202.844574763,,None,214.844522268,90.0,212.861215468,NearRight,4,1,4,5.0,78.0,200.844625857
5,100.0,222.861227367,104.0,226.844431278,img/B/inside\sun_aaruuebeoybyaqmu.png,Indoor,236.844379134,112.0,234.861051686,Right,5,1,5,6.0,102.0,224.844445277
6,116.0,238.844368635,120.0,242.84431789,,None,250.844289193,126.0,248.844266446,Left,6,1,6,7.0,118.0,240.844339238
7,130.0,252.844253847,134.0,256.844253847,img/B/inside\sun_aaeycnkjwmvweywi.png,Indoor,266.844190154,142.0,264.860894553,Left,7,1,7,8.0,132.0,254.844257697
8,152.0,274.860800413,156.0,278.84413346,img/B/inside\sun_aaqqcbxvhtgfloyu.png,Indoor,286.844063468,162.0,284.860794113,NearLeft,8,1,8,9.0,154.0,276.860812661
9,166.0,288.844167407,170.0,292.844023572,img/B/outside_man\sun_accnapeyuiitgzxz.png,Outdoor,300.860707323,176.0,298.860710472,NearRight,9,1,9,10.0,168.0,290.844020772
10,180.0,302.843964078,184.0,306.843916134,,None,316.860751768,192.0,314.860610033,Right,10,1,10,11.0,182.0,304.843914384
11,202.0,324.860528842,206.0,328.843820944,,None,336.86045745,212.0,334.8604564,NearLeft,11,1,11,12.0,204.0,326.843751301
12,216.0,338.843732053,220.0,342.843690408,img/B/inside\sun_accyvmvbgmzabmow.png,Indoor,350.860367859,226.0,348.860401106,NearRight,12,1,12,13.0,218.0,340.860403905
13,230.0,352.843642813,234.0,356.843592419,img/B/outside_nat\sun_aagzczontectgtzw.png,Outdoor,366.860250972,242.0,364.86026462,NearLeft,13,1,13,14.0,232.0,354.843617266
14,250.0,372.860222275,254.0,376.860201977,,None,384.860131985,260.0,382.860146683,NearRight,14,1,14,15.0,252.0,374.84348183
15,264.0,386.860136184,268.0,390.860116236,img/B/inside\sun_aanzabthnsqaomio.png,Indoor,398.860050094,274.0,396.860052193,NearLeft,15,1,15,16.0,266.0,388.860100138
16,278.0,400.860053943,282.0,404.860019997,img/B/outside_nat\sun_aafqfjpechscyidz.png,Outdoor,412.859965403,288.0,410.859978001,Left,16,1,16,17.0,280.0,402.860022447
17,292.0,414.859943705,296.0,418.859933906,img/B/outside_nat\sun_abdoxebvkrdofyyh.png,Outdoor,426.859888761,302.0,424.859843266,NearLeft,17,1,17,18.0,294.0,416.859922707
18,306.0,428.859853065,310.0,432.85980232,img/B/outside_man\sun_aabgqlyidjxjvsvx.png,Outdoor,440.859785872,316.0,438.85980267,NearRight,18,1,18,19.0,308.0,430.859825068
19,324.0,446.859744927,328.0,450.85971238,,None,460.859659536,336.0,458.859666885,Left,19,1,19,20.0,326.0,448.85971063
20,344.0,466.859655686,348.0,470.859595843,img/B/inside\sun_aajprzhesstyaktd.png,Indoor,478.859548948,354.0,476.859563646,Right,20,1,20,21.0,346.0,468.859575545
21,360.0,482.859561546,364.0,486.859504152,,None,494.859489104,370.0,492.859446059,Right,21,1,21,22.0,362.0,484.859469506
22,378.0,500.859478605,382.0,504.859378516,img/B/outside_nat\sun_aaarffxrewgissla.png,Outdoor,512.859330221,388.0,510.85933897,Right,22,1,22,23.0,380.0,502.859375366
23,396.0,518.859289626,400.0,522.85925323,img/B/inside\sun_aakejyolaigkvisc.png,Indoor,534.859178338,410.0,532.859202485,NearRight,23,1,23,24.0,398.0,520.859223133
