,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,303.370707319,10.0,307.370650975,,None,319.370647476,20.0,317.370508191,Right,0,1,0,1.0,8.0,305.370688771
1,30.0,327.370444498,34.0,331.370396203,img/B/outside_nat\sun_abfqnimhfodrmbor.png,Outdoor,339.372052574,40.0,337.387728433,NearRight,1,1,1,2.0,32.0,329.370400752
2,46.0,343.370305213,50.0,347.370284915,img/B/inside\sun_abqowuarvqqcnipn.png,Indoor,355.370180276,56.0,353.370153329,Right,2,1,2,3.0,48.0,345.370275116
3,60.0,357.370172227,64.0,361.37014808,img/B/outside_nat\sun_aaivblcmcmxaurgo.png,Outdoor,369.370070038,70.0,367.370068288,Right,3,1,3,4.0,62.0,359.37014423
4,78.0,375.370015094,82.0,379.369989897,,None,387.369881058,88.0,385.372768597,Right,4,1,4,5.0,80.0,377.369973098
5,92.0,389.369840813,96.0,393.369836613,,None,403.369738274,104.0,401.369757872,Left,5,1,5,6.0,94.0,391.369830314
6,110.0,407.369707827,114.0,411.369688229,img/B/inside\sun_abrqvtngwzzkyunp.png,Indoor,419.36958989,120.0,417.369564692,NearLeft,6,1,6,7.0,112.0,409.369666531
7,124.0,421.369554894,128.0,425.369547194,img/B/outside_man\sun_aaxirkpajectciho.png,Outdoor,433.386162702,134.0,431.386176351,Right,7,1,7,8.0,126.0,423.369510448
8,138.0,435.37125396,142.0,439.369383762,img/B/outside_man\sun_abscglgenasvhlpp.png,Outdoor,447.369349466,148.0,445.369363464,Left,8,1,8,9.0,140.0,437.371590974
9,152.0,449.369316219,156.0,453.369281573,img/B/inside\sun_0ktvuinccdrmemdb.png,Indoor,461.369225229,162.0,459.369202482,Left,9,1,9,10.0,154.0,451.369290322
10,168.0,465.369186033,172.0,469.369146488,img/B/inside\sun_abslarjcldcebort.png,Indoor,477.369090844,178.0,475.369043249,NearRight,10,1,10,11.0,170.0,467.369103092
11,182.0,479.369054447,186.0,483.368982005,img/B/outside_nat\sun_aamsdbqhyyzabsdt.png,Outdoor,493.385617111,194.0,491.385619561,NearLeft,11,1,11,12.0,184.0,481.368978506
12,198.0,495.385599963,202.0,499.371145122,,None,507.368925661,208.0,505.368817173,NearLeft,12,1,12,13.0,200.0,497.385566717
13,218.0,515.368684537,222.0,519.368689787,img/B/outside_man\sun_aabgqlyidjxjvsvx.png,Outdoor,527.368629243,228.0,525.368635543,NearLeft,13,1,13,14.0,220.0,517.368654791
14,238.0,535.36856415,242.0,539.368520755,img/B/inside\sun_aaeycnkjwmvweywi.png,Indoor,549.368389869,250.0,547.368432914,NearLeft,14,1,14,15.0,240.0,537.368491708
15,258.0,555.368374121,262.0,559.368320927,img/B/inside\sun_aaeivpaottmutnqm.png,Indoor,569.368208589,270.0,567.384946584,Left,15,1,15,16.0,260.0,557.368342274
16,274.0,571.368241135,278.0,575.368181992,img/B/inside\sun_acerznjesvvkvymi.png,Indoor,585.3681029,286.0,583.384816398,Right,16,1,16,17.0,276.0,573.38488499
17,290.0,587.368088202,294.0,591.384729957,,None,599.367973764,300.0,597.367961515,NearRight,17,1,17,18.0,292.0,589.384741156
18,304.0,601.367964665,308.0,605.36791847,img/B/inside\sun_aajspcoepticvplv.png,Indoor,613.367844628,314.0,611.38785547,NearRight,18,1,18,19.0,306.0,603.367925819
19,322.0,619.384486033,326.0,623.367714442,,None,631.367646199,332.0,629.384379995,Left,19,1,19,20.0,324.0,621.367772536
20,338.0,635.367659148,342.0,639.367610503,img/B/outside_nat\sun_aacjsxcwmkbgvpmb.png,Outdoor,651.367517063,352.0,649.384221462,NearRight,20,1,20,21.0,340.0,637.367631851
21,362.0,659.384075527,366.0,663.367401576,,None,671.367317935,372.0,669.384045081,NearRight,21,1,21,22.0,364.0,661.367401576
22,376.0,673.36726789,380.0,677.367278039,,None,687.383877449,388.0,685.383886198,NearLeft,22,1,22,23.0,378.0,675.36727104
23,392.0,689.367165351,396.0,693.367090809,img/B/outside_man\sun_abuxdbyqfhrcggnx.png,Outdoor,703.384416741,404.0,701.383749713,Left,23,1,23,24.0,394.0,691.383827404
