,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,774.633046726,10.0,778.633056175,img/B/outside_man\sun_abgbtmeglahqlsmz.png,Outdoor,786.632976733,16.0,784.632962035,NearLeft,0,1,0,1.0,8.0,776.633054775
1,20.0,788.632964135,24.0,792.632934738,,None,800.632813301,30.0,798.632818551,Left,1,1,1,2.0,22.0,790.632934038
2,34.0,802.632805602,38.0,806.632814701,img/B/outside_man\sun_abiwezihcfaufuiw.png,Outdoor,816.632688365,46.0,814.632684515,Right,2,1,2,3.0,36.0,804.632768156
3,52.0,820.632686615,56.0,824.632654768,,None,832.634649553,62.0,830.634715346,Right,3,1,3,4.0,54.0,822.63263727
4,72.0,840.632509884,76.0,844.632458439,img/B/inside\sun_aafkyzekyiexahmz.png,Indoor,852.632413644,82.0,850.632385997,Right,4,1,4,5.0,74.0,842.632439541
5,86.0,854.632380748,90.0,858.632336652,,None,868.632254061,98.0,866.632260011,NearLeft,5,1,5,6.0,88.0,856.632350651
6,102.0,870.632248112,106.0,874.632201217,img/B/inside\sun_aajuhnhxgwkyyrwb.png,Indoor,882.632130175,112.0,880.632128075,Right,6,1,6,7.0,104.0,872.632215566
7,116.0,884.632136124,120.0,888.632138924,img/B/inside\sun_aasdufdzroddfmmw.png,Indoor,896.63198844,126.0,894.631968492,NearLeft,7,1,7,8.0,118.0,886.632056683
8,130.0,898.63198949,134.0,902.631954494,,None,914.631850555,144.0,912.631889401,NearRight,8,1,8,9.0,132.0,900.631946445
9,148.0,916.631836556,152.0,920.631795961,img/B/inside\sun_aaqhalpndqfclyti.png,Indoor,928.631669274,158.0,926.63171057,Left,9,1,9,10.0,150.0,918.631795961
10,164.0,932.631647927,168.0,936.631659826,img/B/outside_nat\sun_aavmchfjuxkpmnuv.png,Outdoor,946.631542588,176.0,944.63152894,Left,10,1,10,11.0,166.0,934.631647577
11,180.0,948.631565336,184.0,952.631518791,,None,960.631418002,190.0,958.63142955,NearLeft,11,1,11,12.0,182.0,950.631510392
12,194.0,962.631463147,198.0,966.631392454,img/B/outside_nat\sun_abdoxebvkrdofyyh.png,Outdoor,974.631264018,204.0,972.631296215,NearRight,12,1,12,13.0,196.0,964.631408903
13,210.0,978.631242321,214.0,982.63124967,,None,992.631149581,222.0,990.631143981,NearRight,13,1,13,14.0,212.0,980.631237771
14,232.0,1000.63109044,236.0,1004.63102989,,None,1014.63096865,244.0,1012.6309473,Right,14,1,14,15.0,234.0,1002.63103934
15,250.0,1018.63092595,254.0,1022.63083531,img/B/inside\sun_abfapslzvjbwpbfq.png,Indoor,1034.63077862,264.0,1032.63079647,NearRight,15,1,15,16.0,252.0,1020.63081642
16,272.0,1040.63070443,276.0,1044.63065543,img/B/inside\sun_aakuktqwgbgavllp.png,Indoor,1052.63058404,282.0,1050.63067853,Left,16,1,16,17.0,274.0,1042.63068763
17,292.0,1060.63052805,296.0,1064.63051825,img/B/outside_nat\sun_aamepsrqelgzeleo.png,Outdoor,1074.63038071,304.0,1072.63041186,Left,17,1,17,18.0,294.0,1062.63050425
18,308.0,1076.63037861,312.0,1080.63037931,img/B/outside_nat\sun_aadneptrbqhkzwag.png,Outdoor,1088.63027188,318.0,1086.63030582,NearLeft,18,1,18,19.0,310.0,1078.63038911
19,328.0,1096.63022953,332.0,1100.63016129,img/B/inside\sun_aatezwwkfesvyuij.png,Indoor,1108.63012174,338.0,1106.63014099,NearRight,19,1,19,20.0,330.0,1098.63016339
20,346.0,1114.6300213,350.0,1118.6300031,img/B/inside\sun_aaylakcooequagux.png,Indoor,1128.62994886,358.0,1126.62996881,NearLeft,20,1,20,21.0,348.0,1116.6300213
21,364.0,1132.62988272,368.0,1136.62986837,,None,1144.62983127,374.0,1142.62982602,Left,21,1,21,22.0,366.0,1134.62986312
22,380.0,1148.62977983,384.0,1152.62972348,img/B/outside_man\sun_acebwlwlbivavdcn.png,Outdoor,1160.62967799,390.0,1158.62968849,NearRight,22,1,22,23.0,382.0,1150.62969864
23,394.0,1162.62964509,398.0,1166.6296108,img/B/outside_man\sun_accnapeyuiitgzxz.png,Outdoor,1174.629559,404.0,1172.62952016,Right,23,1,23,24.0,396.0,1164.62960975
