,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,1216.73641123,10.0,1220.73223478,img/B/outside_nat\sun_aacgcodmtsyjjmbx.png,Outdoor,1228.74045889,16.0,1226.73423026,NearLeft,0,1,0,1.0,8.0,1218.74328554
1,20.0,1230.74666547,24.0,1234.74246243,,None,1242.73408993,30.0,1240.74450341,Left,1,1,1,2.0,22.0,1232.7362429
2,34.0,1244.74098313,38.0,1248.73610326,img/B/outside_man\sun_aacclhfjjpnqvtbz.png,Outdoor,1258.7339167,46.0,1256.74434627,Right,2,1,2,3.0,36.0,1246.74650134
3,52.0,1262.7463624,56.0,1266.74218351,,None,1274.73379911,62.0,1272.74420069,Right,3,1,3,4.0,54.0,1264.73595768
4,72.0,1282.74199348,76.0,1286.73785482,img/B/inside\sun_aakuktqwgbgavllp.png,Indoor,1294.74607859,82.0,1292.7399077,Right,4,1,4,5.0,74.0,1284.73162619
5,86.0,1296.73791642,90.0,1300.73149671,,None,1310.7459148,98.0,1308.73969982,NearLeft,5,1,5,6.0,88.0,1298.74186784
6,102.0,1312.73550903,106.0,1316.73134202,img/B/inside\sun_aahutlxpfsmsmmqi.png,Indoor,1324.73956439,112.0,1322.73383131,Right,6,1,6,7.0,104.0,1314.74170441
7,116.0,1326.74577832,120.0,1330.74157037,img/B/inside\sun_aaydtryfnfbvlvli.png,Indoor,1338.73318563,126.0,1336.74362535,NearLeft,7,1,7,8.0,118.0,1328.73536064
8,130.0,1340.73939711,134.0,1344.73642103,,None,1356.73927042,144.0,1354.73302219,NearRight,8,1,8,9.0,132.0,1342.74563238
9,148.0,1358.74551375,152.0,1362.7412904,img/B/inside\sun_aaguxgrqaehrwaip.png,Indoor,1370.73288851,158.0,1368.74329709,Left,9,1,9,10.0,150.0,1360.73506422
10,164.0,1374.74599564,168.0,1378.74115637,img/B/outside_nat\sun_aavmchfjuxkpmnuv.png,Outdoor,1388.7389509,176.0,1386.73274817,Left,10,1,10,11.0,166.0,1376.73490464
11,180.0,1390.74585916,184.0,1394.74095899,,None,1402.73258054,190.0,1400.74299332,NearLeft,11,1,11,12.0,182.0,1392.73474541
12,194.0,1404.73887321,198.0,1408.73461592,img/B/outside_nat\sun_aaacmydfmcozlpel.png,Outdoor,1416.7435788,204.0,1414.73664675,NearRight,12,1,12,13.0,196.0,1406.74501155
13,210.0,1420.73862894,214.0,1424.73448259,,None,1434.73228202,222.0,1432.7427067,NearRight,13,1,13,14.0,212.0,1422.75354258
14,232.0,1442.74054918,236.0,1446.73635803,,None,1456.75074498,244.0,1454.744579,Right,14,1,14,15.0,234.0,1444.74673616
15,250.0,1460.75088602,254.0,1464.74242498,img/B/inside\sun_abzjxlmkwnwzimua.png,Indoor,1476.7464513,264.0,1474.74022232,NearRight,15,1,15,16.0,252.0,1462.73845501
16,272.0,1482.73195656,276.0,1486.74429063,img/B/inside\sun_aaaezlmwnuubqwpb.png,Indoor,1494.73591288,282.0,1492.74629941,Left,16,1,16,17.0,274.0,1484.73805745
17,292.0,1502.74414189,296.0,1506.7399462,img/B/outside_man\sun_aaxbnfjjlyocwwwo.png,Outdoor,1516.73779008,304.0,1514.75488084,Left,17,1,17,18.0,294.0,1504.73514191
18,308.0,1518.74399176,312.0,1522.73979536,img/B/outside_nat\sun_aaarffxrewgissla.png,Outdoor,1530.73140922,318.0,1528.741808,NearLeft,18,1,18,19.0,310.0,1520.73360698
19,328.0,1538.73963683,332.0,1542.73590588,img/B/inside\sun_aaxzhukkwykojsek.png,Indoor,1550.74368169,338.0,1548.73743557,NearRight,19,1,19,20.0,330.0,1540.74582871
20,346.0,1556.74569503,350.0,1560.74155007,img/B/inside\sun_abfapslzvjbwpbfq.png,Indoor,1570.73933796,358.0,1568.73310093,NearLeft,20,1,20,21.0,348.0,1558.73529765
21,364.0,1574.73517516,368.0,1578.73094307,,None,1586.73918258,374.0,1584.73298965,Left,21,1,21,22.0,366.0,1576.74136249
22,380.0,1590.73509782,384.0,1594.74816331,img/B/outside_man\sun_acebwlwlbivavdcn.png,Outdoor,1602.73937016,390.0,1600.73282097,NearRight,22,1,22,23.0,382.0,1592.74146433
23,394.0,1604.7459162,398.0,1608.74107622,img/B/outside_man\sun_aaxirkpajectciho.png,Outdoor,1616.73268693,404.0,1614.74308361,Right,23,1,23,24.0,396.0,1606.73486125
