,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,761.942733576,10.0,765.938548028,img/B/inside\sun_abrfwthdzagzztaq.png,Indoor,773.930174131,16.0,771.940577459,NearLeft,0,1,0,1.0,8.0,763.932303301
1,22.0,777.942622638,26.0,781.939068071,img/B/outside_man\sun_abgbtmeglahqlsmz.png,Outdoor,789.930036596,32.0,787.940426625,NearLeft,1,1,1,2.0,24.0,779.932172765
2,42.0,797.938237961,46.0,801.934089158,img/B/outside_nat\sun_abdoxebvkrdofyyh.png,Outdoor,813.938095876,56.0,811.931872847,Right,2,1,2,3.0,44.0,799.927813285
3,60.0,815.927702697,64.0,819.940124957,,None,827.950328807,70.0,825.942135841,Left,3,1,3,4.0,62.0,817.933908928
4,74.0,829.938756955,78.0,833.933777342,,None,841.942015803,84.0,839.935791725,NearRight,4,1,4,5.0,76.0,831.927554313
5,88.0,843.931591128,92.0,847.927422378,img/B/inside\sun_aatezwwkfesvyuij.png,Indoor,855.935634242,98.0,853.929410513,Left,5,1,5,6.0,90.0,845.939313745
6,104.0,859.931437494,108.0,863.927278893,,None,871.935488308,114.0,869.929268778,NearLeft,6,1,6,7.0,106.0,861.938313903
7,118.0,873.941707487,122.0,877.93750374,,None,887.936036698,130.0,885.929093097,Left,7,1,7,8.0,120.0,875.931280361
8,136.0,891.931126028,140.0,895.943571036,img/B/outside_nat\sun_aanfjwabnufovale.png,Outdoor,905.941417018,148.0,903.935172291,Right,8,1,8,9.0,138.0,893.937344507
9,152.0,907.931006341,156.0,911.943431401,,None,919.935041406,162.0,917.928818377,Right,9,1,9,10.0,154.0,909.937188774
10,170.0,925.937048789,174.0,929.932891937,img/B/inside\sun_abrqvtngwzzkyunp.png,Indoor,937.941105202,180.0,935.934883573,NearRight,10,1,10,11.0,172.0,927.94325222
11,184.0,939.93147319,188.0,943.943128683,img/B/outside_nat\sun_aajnqdxhijoxoqzu.png,Outdoor,953.940951218,196.0,951.934728189,NearRight,11,1,11,12.0,186.0,941.936889556
12,206.0,961.932573472,210.0,965.931337055,img/B/inside\sun_0ktvuinccdrmemdb.png,Indoor,973.936567241,216.0,971.930389357,Right,12,1,12,13.0,208.0,963.938769903
13,224.0,979.938640418,228.0,983.934428272,img/B/inside\sun_aaqhalpndqfclyti.png,Indoor,991.943327812,234.0,989.936432156,Left,13,1,13,14.0,226.0,981.92823289
14,238.0,993.932287203,242.0,997.928088006,img/B/inside\sun_aamjvvtynbmxfheq.png,Indoor,1007.94265938,250.0,1005.93628762,Right,14,1,14,15.0,240.0,995.938477335
15,254.0,1009.93213532,258.0,1013.92793332,,None,1021.93615394,264.0,1019.92994491,NearLeft,15,1,15,16.0,256.0,1011.93831355
16,274.0,1029.94442039,278.0,1033.94104396,,None,1041.93183505,284.0,1039.94221423,Right,16,1,16,17.0,276.0,1031.93409301
17,288.0,1043.9387636,292.0,1047.93383929,img/B/outside_man\sun_aawwwkzunboneeyy.png,Outdoor,1059.93855468,302.0,1057.93167372,Left,17,1,17,18.0,290.0,1045.94422162
18,306.0,1061.92746157,310.0,1065.93991323,img/B/inside\sun_aanzabthnsqaomio.png,Indoor,1075.93840769,318.0,1073.93152464,NearRight,18,1,18,19.0,308.0,1063.9336685
19,326.0,1081.9508814,330.0,1085.9355324,img/B/outside_man\sun_aavgffdllieopxov.png,Outdoor,1095.93401567,338.0,1093.94377856,Left,19,1,19,20.0,328.0,1083.92931077
20,348.0,1103.9416144,352.0,1107.93745755,img/B/outside_man\sun_acevqiqryuokiacc.png,Outdoor,1117.93526818,360.0,1115.9290448,NearLeft,20,1,20,21.0,350.0,1105.93122367
21,370.0,1125.94355144,374.0,1129.93929555,,None,1137.9309101,380.0,1135.94131518,NearRight,21,1,21,22.0,372.0,1127.93310156
22,384.0,1139.93715378,388.0,1143.93294863,img/B/outside_nat\sun_aafblbfkfftldfxp.png,Outdoor,1151.9411612,394.0,1149.9351058,NearRight,22,1,22,23.0,386.0,1141.94332186
23,398.0,1153.93078097,402.0,1157.94385171,img/B/inside\sun_aaczmpbmprzjcofd.png,Indoor,1165.93480658,408.0,1163.92860385,NearLeft,23,1,23,24.0,400.0,1155.936983
