,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,644.53646602,10.0,648.536492967,img/A/outside_man\sun_aqmtgbkdkyckgdyy.png,Outdoor,656.536403726,16.0,654.536406526,Left,0,1,0,1.0,8.0,646.536489817
1,24.0,662.536440472,28.0,666.536392527,,None,674.536407576,34.0,672.536574858,NearRight,1,1,1,2.0,26.0,664.536428223
2,38.0,676.536401626,42.0,680.536348782,img/A/inside\sun_auipycrgwmfcakvq.png,Indoor,688.536290338,48.0,686.536294538,Right,2,1,2,3.0,40.0,678.536379229
3,56.0,694.536290338,60.0,698.536309236,img/A/outside_man\sun_ahsknmkvyzjvzpic.png,Outdoor,706.536251492,66.0,704.536292438,Right,3,1,3,4.0,58.0,696.536319385
4,70.0,708.536241343,74.0,712.536231894,img/A/inside\sun_bpmmdgszoqryjmdc.png,Indoor,720.536180799,80.0,718.536217895,NearRight,4,1,4,5.0,72.0,710.536229794
5,84.0,722.536198298,88.0,726.536217546,img/A/inside\sun_abmkzxvudrcajnle.png,Indoor,736.536130755,96.0,734.536169601,Left,5,1,5,6.0,86.0,724.536182199
6,100.0,738.536147203,104.0,742.536164701,,None,752.53608351,112.0,750.536071261,NearLeft,6,1,6,7.0,102.0,740.536127255
7,122.0,760.536059362,126.0,764.536027515,img/A/outside_nat\sun_amorhjceepsevpie.png,Outdoor,774.536047813,134.0,772.536053063,NearRight,7,1,7,8.0,124.0,762.536037664
8,140.0,778.53598447,144.0,782.536007917,img/A/inside\sun_atkrisvsrzpbgyxu.png,Indoor,790.536016666,150.0,788.535997419,NearLeft,8,1,8,9.0,142.0,780.535959273
9,154.0,792.53598447,158.0,796.535911328,,None,806.535895579,166.0,804.535943874,Left,9,1,9,10.0,156.0,794.535927076
10,170.0,808.535901179,174.0,812.535851834,img/A/inside\sun_ciuexjuasoqmnysa.png,Indoor,822.535840285,182.0,820.535877381,Right,10,1,10,11.0,172.0,810.535905728
11,186.0,824.535876331,190.0,828.535836085,img/A/outside_nat\sun_afjxqaxhirjblfsw.png,Outdoor,836.53579269,196.0,834.535825586,NearLeft,11,1,11,12.0,188.0,826.535851484
12,202.0,840.535818937,206.0,844.535745095,,None,852.535751744,212.0,850.535737046,NearRight,12,1,12,13.0,204.0,842.535758393
13,216.0,854.535769593,220.0,858.535756294,img/A/outside_nat\sun_atjvpizdlvlfluni.png,Outdoor,866.535744045,226.0,864.535703799,Left,13,1,13,14.0,218.0,856.535733196
14,230.0,868.535722347,234.0,872.535706599,img/A/inside\sun_akrccmohqijaceco.png,Indoor,880.535641856,240.0,878.535624357,NearLeft,14,1,14,15.0,232.0,870.535706249
15,248.0,886.535658304,252.0,890.535586911,,None,902.53560126,262.0,900.535559614,NearLeft,15,1,15,16.0,250.0,888.535639756
16,272.0,910.535515519,276.0,914.535558214,,None,922.535512719,282.0,920.535488572,Left,16,1,16,17.0,274.0,912.535516219
17,292.0,930.535497671,296.0,934.535449376,img/A/outside_man\sun_aampbyuzlgrcrygt.png,Outdoor,942.535402831,302.0,940.535440277,NearRight,17,1,17,18.0,294.0,932.535452526
18,306.0,944.535450425,310.0,948.535431178,,None,956.535353836,316.0,954.535416129,Right,18,1,18,19.0,308.0,946.535454275
19,322.0,960.535365734,326.0,964.535349286,img/A/outside_man\sun_azxxdozadjohyntn.png,Outdoor,974.535293642,334.0,972.535333538,Right,19,1,19,20.0,324.0,962.535380083
20,344.0,982.535288742,348.0,986.535290842,img/A/inside\sun_axxkwcascwurkymu.png,Indoor,998.535289792,358.0,996.535233448,Left,20,1,20,21.0,346.0,984.535298542
21,366.0,1004.53519705,370.0,1008.53518865,img/A/outside_nat\sun_axmvhnqbyqknulko.png,Outdoor,1018.53513861,378.0,1016.5351946,NearLeft,21,1,21,22.0,368.0,1006.5351743
22,382.0,1020.5351708,386.0,1024.53513126,,None,1032.53513721,392.0,1030.53511481,Right,22,1,22,23.0,384.0,1022.53515751
23,400.0,1038.53507841,404.0,1042.53511796,img/A/inside\sun_anikjvdrxrywuyvr.png,Indoor,1050.53502907,410.0,1048.53504307,NearRight,23,1,23,24.0,402.0,1040.53510501
