,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,616.103020839,10.0,620.100442317,img/A/outside_man\sun_bezqwfdkvrlqbokm.png,Outdoor,632.102168681,20.0,630.096981891,NearRight,0,1,0,1.0,8.0,618.091905338
1,24.0,634.091779002,28.0,638.087593103,img/A/outside_man\sun_aampbyuzlgrcrygt.png,Outdoor,648.102714972,36.0,646.10097391,Right,1,1,1,2.0,26.0,636.098682357
2,40.0,650.091623618,44.0,654.10403503,img/A/outside_nat\sun_bvtpjuydnnzmqcwv.png,Outdoor,662.09578187,50.0,660.089431455,Left,2,1,2,3.0,42.0,652.097808151
3,54.0,664.102628532,58.0,668.09763142,,None,676.08928972,64.0,674.099656652,Left,3,1,3,4.0,56.0,666.091446188
4,74.0,684.097502284,78.0,688.094085253,img/A/inside\sun_dzuamfdvfbbjouau.png,Indoor,696.101548898,84.0,694.101604542,NearLeft,4,1,4,5.0,76.0,686.107060803
5,88.0,698.091180916,92.0,702.08697367,img/A/inside\sun_driyvaqmmhjdxhuk.png,Indoor,710.09586936,98.0,708.088954806,Right,5,1,5,6.0,90.0,700.098253653
6,104.0,714.091018884,108.0,718.108560392,img/A/inside\sun_akmrxobzlzsiuhog.png,Indoor,728.102385658,116.0,726.095066197,Left,6,1,6,7.0,106.0,716.097186968
7,120.0,730.091990029,124.0,734.103265113,img/A/outside_nat\sun_biykcvrzhhhqlcep.png,Outdoor,746.090692369,134.0,744.101755726,Left,7,1,7,8.0,122.0,732.097041034
8,142.0,752.092710601,146.0,756.088517003,,None,764.096753015,152.0,762.090535936,Right,8,1,8,9.0,144.0,754.099966019
9,160.0,770.098779647,164.0,774.094585699,img/A/inside\sun_abhfieooonebxjrg.png,Indoor,782.10347404,170.0,780.096580834,NearLeft,9,1,9,10.0,162.0,772.088346922
10,178.0,788.105477224,182.0,792.101300775,img/A/inside\sun_auywjwqsitnzurig.png,Indoor,802.099130659,190.0,800.09485097,NearRight,10,1,10,11.0,180.0,790.097828799
11,200.0,810.090076085,204.0,814.102523193,,None,822.094125849,210.0,820.10449348,NearRight,11,1,11,12.0,202.0,812.096270417
12,214.0,824.100329629,218.0,828.096123433,,None,836.104375543,224.0,834.098142715,NearRight,12,1,12,13.0,216.0,826.089883256
13,232.0,842.089770568,236.0,846.102252672,img/A/inside\sun_aawinctpjwdokiof.png,Indoor,856.100018863,244.0,854.093887524,Left,13,1,13,14.0,234.0,844.095955451
14,248.0,858.089610636,252.0,862.101984601,img/A/outside_nat\sun_adeqcskxygdmtcul.png,Outdoor,870.093678597,258.0,868.104039579,NearLeft,14,1,14,15.0,250.0,860.09578047
15,262.0,872.09986278,266.0,876.095675481,,None,884.103890495,272.0,882.097685665,Left,15,1,15,16.0,264.0,874.089436704
16,276.0,886.093469669,280.0,890.089318417,img/A/inside\sun_asizwxdltgasvzue.png,Indoor,898.097557928,286.0,896.0913279,Right,16,1,16,17.0,278.0,888.099703897
17,294.0,904.099565312,298.0,908.095359465,img/A/inside\sun_ahixsbikiamkdlxa.png,Indoor,918.093199148,306.0,916.103575879,NearRight,17,1,17,18.0,296.0,906.089121738
18,310.0,920.099411328,314.0,924.095214931,img/A/outside_man\sun_bcwijeqsgwzynmea.png,Outdoor,932.103438344,320.0,930.097240163,Right,18,1,18,19.0,312.0,922.088983153
19,324.0,934.093053914,328.0,938.088865566,,None,948.103296609,336.0,946.09707603,Right,19,1,19,20.0,326.0,936.099236347
20,346.0,956.094909414,350.0,960.090745913,img/A/outside_man\sun_apmhvwjpoidrgomc.png,Outdoor,968.098959877,356.0,966.09272425,NearRight,20,1,20,21.0,348.0,958.101090447
21,360.0,970.0885471,364.0,974.100963411,,None,982.092587064,370.0,980.102973944,NearLeft,21,1,21,22.0,362.0,972.094747032
22,374.0,984.098804494,378.0,988.094609496,,None,996.102832909,384.0,994.096623179,NearLeft,22,1,22,23.0,376.0,986.088383318
23,392.0,1002.10487179,396.0,1006.10065649,img/A/outside_nat\sun_aatvwcgvlmswovhv.png,Outdoor,1016.09850178,404.0,1014.0922504,NearLeft,23,1,23,24.0,394.0,1004.09443941
