,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,99.3441901337,10.0,103.339972374,,None,111.348245861,16.0,109.342040308,NearLeft,0,1,0,1.0,8.0,101.333752823
1,22.0,115.344199233,26.0,119.339921979,img/A/inside\sun_abmkzxvudrcajnle.png,Indoor,129.337776003,34.0,127.34815487,Right,1,1,1,2.0,24.0,117.333663232
2,44.0,137.345991396,48.0,141.341835929,,None,149.333479501,54.0,147.343895114,Right,2,1,2,3.0,46.0,139.33560413
3,58.0,151.339727399,62.0,155.335525038,img/A/outside_nat\sun_atjvpizdlvlfluni.png,Outdoor,167.339631859,72.0,165.333385011,Left,3,1,3,4.0,60.0,153.345926653
4,76.0,169.345840911,80.0,173.34163505,,None,181.33329857,86.0,179.343701935,NearRight,4,1,4,5.0,78.0,171.335422499
5,90.0,183.339536319,94.0,187.335416199,img/A/inside\sun_biumuljdnxnqtlcf.png,Indoor,195.343624243,100.0,193.337402592,Left,5,1,5,6.0,92.0,185.345752021
6,108.0,201.345655081,112.0,205.341452369,img/A/outside_man\sun_bcwijeqsgwzynmea.png,Outdoor,215.339380586,120.0,213.33310889,Right,6,1,6,7.0,110.0,203.335245767
7,124.0,217.34557074,128.0,221.341367328,img/A/outside_nat\sun_bdtazuhapgwbydoi.png,Outdoor,229.333024549,134.0,227.343436312,NearRight,7,1,7,8.0,126.0,219.335147777
8,140.0,233.345477649,144.0,237.341282637,img/A/outside_nat\sun_axmvhnqbyqknulko.png,Outdoor,245.332935658,150.0,243.343347072,Right,8,1,8,9.0,142.0,235.335057487
9,154.0,247.339217853,158.0,251.334966846,img/A/outside_man\sun_amiicpnvbwxskvmh.png,Outdoor,259.343258181,164.0,257.33704178,NearLeft,9,1,9,10.0,156.0,249.34537686
10,168.0,261.332840468,172.0,265.345297068,img/A/outside_man\sun_bezqwfdkvrlqbokm.png,Outdoor,273.33694519,178.0,271.347493089,NearRight,10,1,10,11.0,170.0,263.339024673
11,186.0,279.339095715,190.0,283.334783815,,None,291.343070601,196.0,289.336855249,Left,11,1,11,12.0,188.0,281.345192429
12,204.0,297.345105988,208.0,301.340905027,,None,311.338770949,216.0,309.332560497,NearRight,12,1,12,13.0,206.0,299.334689675
13,224.0,317.340812286,228.0,321.336674318,img/A/inside\sun_ciuexjuasoqmnysa.png,Indoor,329.344933106,234.0,327.338677509,NearRight,13,1,13,14.0,226.0,319.347041636
14,238.0,331.334519593,242.0,335.346941197,img/A/inside\sun_asizwxdltgasvzue.png,Indoor,347.334429302,252.0,345.344821468,Right,14,1,14,15.0,240.0,333.340717446
15,256.0,349.340630655,260.0,353.336494787,img/A/inside\sun_axoigjlwlboezeqx.png,Indoor,361.344742026,266.0,359.338496228,NearLeft,15,1,15,16.0,258.0,351.346857905
16,276.0,369.351337788,280.0,373.332210534,,None,381.340454974,286.0,379.334246971,NearLeft,16,1,16,17.0,278.0,371.342612498
17,290.0,383.346740318,294.0,387.342522208,img/A/inside\sun_ahsovvjhbcyntaak.png,Indoor,397.340383231,302.0,395.334157031,NearLeft,17,1,17,18.0,292.0,385.336312806
18,310.0,403.342430517,314.0,407.338253703,img/A/inside\sun_bdalroxvuvnihofa.png,Indoor,417.336156722,322.0,415.346489394,NearRight,18,1,18,19.0,312.0,405.332026453
19,330.0,423.338142765,334.0,427.333950202,img/A/inside\sun_acfqbzkjnydmqtyi.png,Indoor,435.342255886,340.0,433.336031085,Left,19,1,19,20.0,332.0,425.344375964
20,348.0,441.344279024,352.0,445.340090662,,None,455.337964283,360.0,453.348366948,Right,20,1,20,21.0,350.0,443.333888259
21,370.0,463.346206273,374.0,467.342097352,img/A/outside_man\sun_acojhtjciuciuhey.png,Outdoor,477.339934928,382.0,475.333705578,NearLeft,21,1,21,22.0,372.0,465.335854004
22,386.0,479.346196124,390.0,483.341984664,img/A/outside_nat\sun_atairfpicwcmswbb.png,Outdoor,491.333614587,396.0,489.344024601,Left,22,1,22,23.0,388.0,481.335773512
23,400.0,493.339839738,404.0,497.33569162,,None,505.34393816,410.0,503.337698311,Left,23,1,23,24.0,402.0,495.346060688
