,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,127.099406429,10.0,131.095217031,img/B/outside_nat\sun_abadecjsoottqgbp.png,Outdoor,141.093036066,18.0,139.103436244,Right,0,1,0,1.0,8.0,129.089000651
1,28.0,149.101300775,32.0,153.097095978,,None,161.088702833,38.0,159.099102662,NearRight,1,1,1,2.0,30.0,151.091009085
2,44.0,165.101125794,48.0,169.096939545,img/B/outside_man\sun_abtzbdcoykoqzupl.png,Outdoor,177.08854885,54.0,175.098904583,NearRight,2,1,2,3.0,46.0,167.090732614
3,60.0,181.10097216,64.0,185.09679746,,None,195.094587799,72.0,193.088387867,Right,3,1,3,4.0,62.0,183.090578981
4,76.0,197.100813977,80.0,201.096633678,img/B/outside_man\sun_abjgcvejnikiqaly.png,Outdoor,209.088232834,86.0,207.098645961,Left,4,1,4,5.0,78.0,199.090424298
5,94.0,215.090328758,98.0,219.102669477,img/B/outside_nat\sun_aalxbocnraukuels.png,Outdoor,229.10050671,106.0,227.094286481,Left,5,1,5,6.0,96.0,217.096476545
6,112.0,233.096327811,116.0,237.092114265,img/B/outside_nat\sun_aanfjwabnufovale.png,Outdoor,245.100373375,122.0,243.094131798,NearLeft,6,1,6,7.0,114.0,235.102508494
7,126.0,247.089964447,130.0,251.102372709,img/B/inside\sun_abntrinbqbsqoowj.png,Indoor,259.093983064,136.0,257.087772984,NearRight,7,1,7,8.0,128.0,249.096164029
8,142.0,263.089813614,146.0,267.102218376,,None,275.093822081,152.0,273.087616201,NearLeft,8,1,8,9.0,144.0,265.096011445
9,158.0,279.089670479,162.0,283.102056693,,None,291.093665648,168.0,289.087470966,Right,9,1,9,10.0,160.0,281.095860611
10,178.0,299.101911459,182.0,303.097681815,img/B/inside\sun_accyvmvbgmzabmow.png,Indoor,311.089361112,188.0,309.099711946,Right,10,1,10,11.0,180.0,301.091494132
11,192.0,313.095550895,196.0,317.091396493,img/B/inside\sun_aaydtryfnfbvlvli.png,Indoor,327.089203279,204.0,325.099556213,Left,11,1,11,12.0,194.0,315.101749426
12,208.0,329.095415809,212.0,333.091204014,img/B/inside\sun_abbahynvuqekslgb.png,Indoor,341.099435476,218.0,339.093222946,Left,12,1,12,13.0,210.0,331.101596493
13,222.0,343.089150435,226.0,347.101452308,img/B/inside\sun_acerznjesvvkvymi.png,Indoor,355.093069662,232.0,353.086850133,Right,13,1,13,14.0,224.0,345.095248177
14,236.0,357.099281492,240.0,361.095094894,,None,369.086782241,246.0,367.098597666,Left,14,1,14,15.0,238.0,359.090089034
15,250.0,371.092918829,254.0,375.089992794,img/B/inside\sun_aawpvmrpwqvdtgzt.png,Indoor,383.098405537,260.0,381.090730865,NearLeft,15,1,15,16.0,252.0,373.102944547
16,264.0,385.086566314,268.0,389.098989624,img/B/inside\sun_aanbmbnyyowsobsg.png,Indoor,397.090578981,274.0,395.100991058,NearLeft,16,1,16,17.0,266.0,387.092751197
17,282.0,403.092602113,286.0,407.090134879,img/B/outside_man\sun_aaoambggxfqxoibv.png,Outdoor,417.102851807,294.0,415.098367741,NearRight,17,1,17,18.0,284.0,405.098821292
18,300.0,421.098666259,304.0,425.09448281,,None,437.098518575,314.0,435.092289947,NearLeft,18,1,18,19.0,302.0,423.088248582
19,318.0,439.088134145,322.0,443.100535407,img/B/outside_nat\sun_aaaxbrksvmdyrhpe.png,Outdoor,451.092141213,328.0,449.10255049,Right,19,1,19,20.0,320.0,441.094333376
20,332.0,453.098359692,336.0,457.094179393,,None,465.102374109,342.0,463.096159829,NearRight,20,1,20,21.0,334.0,455.087948665
21,352.0,473.09402121,356.0,477.089821313,,None,489.093949468,366.0,487.104243257,Left,21,1,21,22.0,354.0,475.10023234
22,376.0,497.102104988,380.0,501.09791244,img/B/inside\sun_aafkyzekyiexahmz.png,Indoor,511.095729376,388.0,509.089517196,NearRight,22,1,22,23.0,378.0,499.091692911
23,392.0,513.101944355,396.0,517.099682199,img/B/outside_man\sun_abvparldyjthmojd.png,Outdoor,527.095566643,404.0,525.089361462,NearLeft,23,1,23,24.0,394.0,515.091595271
