,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,118.015960084,10.0,122.015929988,img/A/outside_nat\sun_blyaxgejkrkfutoi.png,Outdoor,130.015916689,16.0,128.015938387,Left,0,1,0,1.0,8.0,120.015994381
1,24.0,136.015985282,28.0,140.015855095,,None,148.015826748,34.0,146.015864194,NearRight,1,1,1,2.0,26.0,138.015861395
2,38.0,150.015852996,42.0,154.015828848,img/A/inside\sun_bsmswguoyiamatyu.png,Indoor,162.0158138,48.0,160.015816949,Right,2,1,2,3.0,40.0,152.01580435
3,56.0,168.015765504,60.0,172.015778803,img/A/outside_man\sun_amfbqueyljxzfmur.png,Outdoor,180.015765504,66.0,178.015740307,Right,3,1,3,4.0,58.0,170.015744157
4,70.0,182.015734358,74.0,186.015691312,img/A/inside\sun_dzuamfdvfbbjouau.png,Indoor,194.015706361,80.0,192.01571371,NearRight,4,1,4,5.0,72.0,184.015692712
5,84.0,196.015698312,88.0,200.015645117,img/A/inside\sun_ahnymjevjmixbypi.png,Indoor,210.015632168,96.0,208.015641618,Left,5,1,5,6.0,86.0,198.015684663
6,100.0,212.015633569,104.0,216.015598922,,None,226.015589123,112.0,224.015589823,NearLeft,6,1,6,7.0,102.0,214.016697807
7,122.0,234.01552648,126.0,238.015517381,img/A/outside_man\sun_bgxdivhitpqnkgdr.png,Outdoor,248.015475035,134.0,246.015504782,NearRight,7,1,7,8.0,124.0,236.01552403
8,140.0,252.015465586,144.0,256.015449138,img/A/inside\sun_atkrisvsrzpbgyxu.png,Indoor,264.015416941,150.0,262.015458937,NearLeft,8,1,8,9.0,142.0,254.015466286
9,154.0,266.015409592,158.0,270.01542674,,None,280.015367596,166.0,278.015689563,Left,9,1,9,10.0,156.0,268.015434789
10,170.0,282.015391744,174.0,286.015393843,img/A/inside\sun_abmkzxvudrcajnle.png,Indoor,296.015306002,182.0,294.015286054,Right,10,1,10,11.0,172.0,284.015346248
11,186.0,298.015300053,190.0,302.015313352,img/A/outside_nat\sun_apxdlklioepthkgw.png,Outdoor,310.01685774,196.0,308.015285705,NearLeft,11,1,11,12.0,188.0,300.015311252
12,202.0,314.015244759,206.0,318.015260157,,None,326.016695357,212.0,324.015250358,NearRight,12,1,12,13.0,204.0,316.015263307
13,216.0,328.015196114,220.0,332.015192965,img/A/outside_man\sun_aampbyuzlgrcrygt.png,Outdoor,340.015221311,226.0,338.015197164,Left,13,1,13,14.0,218.0,330.015185265
14,230.0,342.015152718,234.0,346.015127171,img/A/inside\sun_ahixsbikiamkdlxa.png,Indoor,354.015131371,240.0,352.015150619,NearLeft,14,1,14,15.0,232.0,344.01513662
15,248.0,360.015083426,252.0,364.015094625,,None,376.015037231,262.0,374.03584081,NearLeft,15,1,15,16.0,250.0,362.015071527
16,272.0,384.015026732,276.0,388.015024982,,None,396.014975637,282.0,394.014969688,Left,16,1,16,17.0,274.0,386.015010983
17,292.0,404.014917193,296.0,408.014990335,img/A/outside_nat\sun_avyaxgkxlaeedguu.png,Outdoor,416.036178174,302.0,414.014926292,NearRight,17,1,17,18.0,294.0,406.014921393
18,306.0,418.014906694,310.0,422.014868548,,None,430.014863649,316.0,428.014841951,Right,18,1,18,19.0,308.0,420.014900745
19,322.0,434.014868898,326.0,438.014819903,img/A/outside_nat\sun_bdtazuhapgwbydoi.png,Outdoor,448.014814304,334.0,446.014803805,Right,19,1,19,20.0,324.0,436.014840901
20,344.0,456.01475656,348.0,460.014761809,img/A/inside\sun_baremcyvmmyztjyo.png,Indoor,472.014688317,358.0,470.014694616,Left,20,1,20,21.0,346.0,458.01475691
21,366.0,478.014703366,370.0,482.014693567,img/A/outside_man\sun_bwlcxhprfyrowoam.png,Outdoor,492.014645971,378.0,490.014628473,NearLeft,21,1,21,22.0,368.0,480.014691817
22,382.0,494.014645971,386.0,498.014630223,,None,506.014570729,392.0,504.014576679,Right,22,1,22,23.0,384.0,496.014627773
23,400.0,512.014575629,404.0,516.014573529,img/A/inside\sun_akrccmohqijaceco.png,Indoor,524.014521034,410.0,522.014509486,NearRight,23,1,23,24.0,402.0,514.014585078
