,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,1107.3541088,10.0,1111.33911216,img/A/inside\sun_abhfieooonebxjrg.png,Indoor,1119.33076868,16.0,1117.34119305,NearLeft,0,1,0,1.0,8.0,1109.33292201
1,22.0,1123.34323858,26.0,1127.33901767,img/A/outside_nat\sun_atkmuptskkmzkdpk.png,Outdoor,1135.33066509,32.0,1133.34108806,NearLeft,1,1,1,2.0,24.0,1125.33281667
2,42.0,1143.33894033,46.0,1147.33477752,img/A/outside_man\sun_ahsknmkvyzjvzpic.png,Outdoor,1159.3387951,56.0,1157.33260214,Right,2,1,2,3.0,44.0,1145.34516618
3,60.0,1161.34500835,64.0,1165.34088543,,None,1173.33248246,70.0,1171.34290892,Left,3,1,3,4.0,62.0,1163.33466133
4,74.0,1175.3387209,78.0,1179.33457069,,None,1187.34281408,84.0,1185.33659278,NearRight,4,1,4,5.0,76.0,1177.34493136
5,88.0,1189.33237992,92.0,1193.34485436,img/A/inside\sun_auipycrgwmfcakvq.png,Indoor,1201.33725421,98.0,1199.34686105,Left,5,1,5,6.0,90.0,1191.33860122
6,104.0,1205.33228648,108.0,1209.34473643,,None,1217.3363562,114.0,1215.34675012,NearLeft,6,1,6,7.0,106.0,1207.33849448
7,118.0,1219.34260865,122.0,1223.33840629,,None,1233.33626066,130.0,1231.34664898,Left,7,1,7,8.0,120.0,1221.33214194
8,136.0,1237.33208805,140.0,1241.34453065,img/A/outside_nat\sun_ancumhmsbxcihhtp.png,Outdoor,1251.34238117,148.0,1249.33613432,Right,8,1,8,9.0,138.0,1239.3382859
9,152.0,1253.33199566,156.0,1257.34442706,,None,1265.33605348,162.0,1263.34642605,Right,9,1,9,10.0,154.0,1255.33817706
10,170.0,1271.33808327,174.0,1275.3339285,img/A/inside\sun_ciuexjuasoqmnysa.png,Indoor,1283.34738145,180.0,1281.33592085,NearRight,10,1,10,11.0,172.0,1273.34428952
11,184.0,1285.33174368,188.0,1289.34420343,img/A/outside_nat\sun_atjvpizdlvlfluni.png,Outdoor,1299.3420802,196.0,1297.33578821,NearRight,11,1,11,12.0,186.0,1287.33798388
12,206.0,1307.33373113,210.0,1311.32951442,img/A/inside\sun_bcxxsjdyzkdxyrzz.png,Indoor,1319.3377634,216.0,1317.3315414,Right,12,1,12,13.0,208.0,1309.33992058
13,224.0,1325.33983519,228.0,1329.33561743,img/A/inside\sun_acfqbzkjnydmqtyi.png,Indoor,1337.34389476,234.0,1335.33767801,Left,13,1,13,14.0,226.0,1327.3459767
14,238.0,1339.33351555,242.0,1343.3459298,img/A/inside\sun_akrccmohqijaceco.png,Indoor,1353.34378873,250.0,1351.33755518,Right,14,1,14,15.0,240.0,1341.33970185
15,254.0,1355.33338956,258.0,1359.34582796,,None,1367.33742324,264.0,1365.33123449,NearLeft,15,1,15,16.0,256.0,1357.33960141
16,274.0,1375.34571457,278.0,1379.34155211,,None,1387.33320023,284.0,1385.3435749,Right,16,1,16,17.0,276.0,1377.33528146
17,288.0,1389.33940088,292.0,1393.33520867,img/A/outside_man\sun_bezqwfdkvrlqbokm.png,Outdoor,1405.34126514,302.0,1403.33384416,Left,17,1,17,18.0,290.0,1391.34559489
18,306.0,1407.34628082,310.0,1411.34132218,img/A/inside\sun_ahixsbikiamkdlxa.png,Indoor,1421.33919161,318.0,1419.3329745,NearRight,18,1,18,19.0,308.0,1409.33507813
19,326.0,1427.34121789,330.0,1431.33701273,img/A/outside_nat\sun_axmvhnqbyqknulko.png,Outdoor,1441.33487936,338.0,1439.34527887,Left,19,1,19,20.0,328.0,1429.33079983
20,348.0,1449.34313044,352.0,1453.33897638,img/A/outside_man\sun_amiicpnvbwxskvmh.png,Outdoor,1463.33680625,360.0,1461.34722992,NearLeft,20,1,20,21.0,350.0,1451.33276383
21,370.0,1471.34574047,374.0,1475.34089488,,None,1483.33274913,380.0,1481.34293131,NearRight,21,1,21,22.0,372.0,1473.33465993
22,384.0,1485.33877375,388.0,1489.33456824,img/A/outside_man\sun_aaipvtqzzpbvmhnb.png,Outdoor,1497.34284242,394.0,1495.33660223,NearRight,22,1,22,23.0,386.0,1487.3449688
23,398.0,1499.33245761,402.0,1503.34488376,img/A/inside\sun_azufbqqrxemnbupk.png,Indoor,1511.33648499,408.0,1509.3468929,NearLeft,23,1,23,24.0,400.0,1501.33865021
