,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,1048.44357576,10.0,1052.44356281,img/A/inside\sun_auipycrgwmfcakvq.png,Indoor,1060.44349107,16.0,1058.44348162,NearRight,0,1,0,1.0,8.0,1050.44355686
1,20.0,1062.44347882,24.0,1066.44343543,,None,1076.44342388,32.0,1074.44335563,NearRight,1,1,1,2.0,22.0,1064.44347462
2,36.0,1078.44334304,40.0,1082.44337978,,None,1092.4432461,48.0,1090.4432125,Right,2,1,2,3.0,38.0,1080.44327619
3,54.0,1096.44318275,58.0,1100.44314391,img/A/inside\sun_abhfieooonebxjrg.png,Indoor,1108.44307706,64.0,1106.44308336,NearRight,3,1,3,4.0,56.0,1098.44314356
4,68.0,1110.44305292,72.0,1114.44302352,,None,1124.44294058,80.0,1122.44295003,NearLeft,4,1,4,5.0,70.0,1112.44302177
5,90.0,1132.44288109,94.0,1136.44283069,,None,1144.44279149,100.0,1142.4427873,NearLeft,5,1,5,6.0,92.0,1134.44283804
6,110.0,1152.44279744,114.0,1156.44267741,img/A/outside_man\sun_bjeuogjtlonvfbet.png,Outdoor,1164.44261126,120.0,1162.44260287,NearLeft,6,1,6,7.0,112.0,1154.44265956
7,128.0,1170.44253602,132.0,1174.44248318,img/A/outside_nat\sun_apxdlklioepthkgw.png,Outdoor,1182.44244468,138.0,1180.44244328,Left,7,1,7,8.0,130.0,1172.44251188
8,142.0,1184.44241004,146.0,1188.44239394,img/A/inside\sun_ahnymjevjmixbypi.png,Indoor,1196.44232884,152.0,1194.44232675,NearLeft,8,1,8,9.0,144.0,1186.44238134
9,156.0,1198.44229455,160.0,1202.4422648,img/A/inside\sun_baremcyvmmyztjyo.png,Indoor,1214.44212552,170.0,1212.44216856,Right,9,1,9,10.0,158.0,1200.4422508
10,174.0,1216.44225045,178.0,1220.44212237,img/A/inside\sun_akmrxobzlzsiuhog.png,Indoor,1230.44203033,186.0,1228.44203243,Right,10,1,10,11.0,176.0,1218.44212167
11,194.0,1236.44196698,198.0,1240.44194704,img/A/outside_nat\sun_anbimwjszaokyqiw.png,Outdoor,1248.44186724,204.0,1246.4418557,NearRight,11,1,11,12.0,196.0,1238.44194074
12,208.0,1250.441862,212.0,1254.44188229,,None,1264.44172796,220.0,1262.44253042,Left,12,1,12,13.0,210.0,1252.4418249
13,230.0,1272.44167057,234.0,1276.44162962,img/A/inside\sun_ahsovvjhbcyntaak.png,Indoor,1286.44155438,242.0,1284.44155543,Left,13,1,13,14.0,232.0,1274.44162787
14,246.0,1288.44154143,250.0,1292.44150503,,None,1300.44143469,256.0,1298.44143364,Left,14,1,14,15.0,248.0,1290.44150398
15,260.0,1302.44143224,264.0,1306.44138255,img/A/inside\sun_asizwxdltgasvzue.png,Indoor,1314.4413206,270.0,1312.44130031,NearLeft,15,1,15,16.0,262.0,1304.44138535
16,274.0,1316.44129996,278.0,1320.44126251,img/A/outside_nat\sun_ahqrsjhcscxlyxuq.png,Outdoor,1330.44117222,286.0,1328.44115717,Left,16,1,16,17.0,276.0,1318.44125691
17,294.0,1336.44113792,298.0,1340.44108823,img/A/outside_man\sun_bqyrpmzmnorhqiuj.png,Outdoor,1348.44102839,304.0,1346.44098849,Right,17,1,17,18.0,296.0,1338.44107458
18,312.0,1354.44097764,316.0,1358.440929,img/A/outside_man\sun_acojhtjciuciuhey.png,Outdoor,1366.4408695,322.0,1364.44088245,NearRight,18,1,18,19.0,314.0,1356.44089435
19,326.0,1368.44085865,330.0,1372.44081631,,None,1380.44075716,336.0,1378.44076591,Right,19,1,19,20.0,328.0,1370.44081736
20,342.0,1384.44071202,346.0,1388.44067737,img/A/outside_man\sun_bcwijeqsgwzynmea.png,Outdoor,1396.44059723,352.0,1394.44059548,Right,20,1,20,21.0,344.0,1386.44065568
21,356.0,1398.44060948,360.0,1402.44056049,,None,1414.4404674,370.0,1412.44046145,NearRight,21,1,21,22.0,358.0,1400.44056189
22,380.0,1422.44038725,384.0,1426.44036171,img/A/outside_nat\sun_biykcvrzhhhqlcep.png,Outdoor,1434.44029276,390.0,1432.44031586,NearLeft,22,1,22,23.0,382.0,1424.44034316
23,394.0,1436.44022277,398.0,1440.44018883,img/A/inside\sun_atlilrtpaebzoyhp.png,Indoor,1448.44015943,404.0,1446.44019163,Left,23,1,23,24.0,396.0,1438.44029696
