,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,155.967767426,10.0,159.952932876,img/A/outside_nat\sun_bszkvmcyydyhpqdu.png,Outdoor,167.967676436,16.0,165.967676786,Left,0,1,0,1.0,8.0,157.967738729
1,24.0,173.968357113,28.0,177.950922693,img/A/outside_nat\sun_atairfpicwcmswbb.png,Outdoor,185.9675438,34.0,183.967579147,Right,1,1,1,2.0,26.0,175.967607144
2,38.0,187.968259123,42.0,191.951385343,img/A/inside\sun_bzybqfaecwsubwwo.png,Indoor,199.967470308,48.0,197.967468909,Left,2,1,2,3.0,40.0,189.967530852
3,54.0,203.967446511,58.0,207.951077026,img/A/inside\sun_asizwxdltgasvzue.png,Indoor,217.96735937,66.0,215.967355171,NearLeft,3,1,3,4.0,56.0,205.96745106
4,70.0,219.967347122,74.0,223.967492706,,None,231.971782193,80.0,229.96726593,Left,4,1,4,5.0,72.0,221.967319125
5,84.0,233.96726698,88.0,237.967212736,img/A/outside_man\sun_aqmtgbkdkyckgdyy.png,Outdoor,245.967168291,94.0,243.967191738,NearRight,5,1,5,6.0,86.0,235.967212386
6,98.0,247.967150443,102.0,251.967096199,img/A/inside\sun_aryhzqtgzrsfoydv.png,Indoor,259.967763227,108.0,257.967840918,Right,6,1,6,7.0,100.0,249.967124196
7,116.0,265.967747828,120.0,269.968227977,img/A/inside\sun_abpqxslcljhrwmck.png,Indoor,277.967066802,126.0,275.967747479,NearRight,7,1,7,8.0,118.0,267.967722981
8,136.0,285.967151143,140.0,289.966873623,,None,299.966789632,148.0,297.966788232,Left,8,1,8,9.0,138.0,287.970294854
9,158.0,307.967436012,162.0,311.967433562,,None,319.967721231,168.0,317.96736357,NearRight,9,1,9,10.0,160.0,309.967416414
10,172.0,321.97218255,176.0,325.9666206,img/A/outside_nat\sun_bpqombtghzcbglwk.png,Outdoor,333.966572305,182.0,331.966578954,NearRight,10,1,10,11.0,174.0,323.967718782
11,190.0,339.966520861,194.0,343.966495314,,None,351.967509504,200.0,349.966453318,Right,11,1,11,12.0,192.0,341.966477815
12,204.0,353.966419722,208.0,357.966406073,,None,365.966816929,214.0,363.966353929,NearRight,12,1,12,13.0,206.0,355.966399074
13,218.0,367.966303884,222.0,371.966299685,,None,379.96625174,228.0,377.96624719,NearLeft,13,1,13,14.0,220.0,369.986703184
14,234.0,383.967680636,238.0,387.966878172,,None,397.966124704,246.0,395.966800481,Right,14,1,14,15.0,236.0,385.966188047
15,250.0,399.966811679,254.0,403.966793131,img/A/outside_man\sun_bwlcxhprfyrowoam.png,Outdoor,415.966695842,264.0,413.968916002,Right,15,1,15,16.0,252.0,401.966774583
16,270.0,419.966668545,274.0,423.966676944,img/A/inside\sun_auywjwqsitnzurig.png,Indoor,433.966562506,282.0,431.966550608,Right,16,1,16,17.0,272.0,421.966648597
17,286.0,435.966555507,290.0,439.966548158,img/A/inside\sun_axxkwcascwurkymu.png,Indoor,449.96643057,298.0,447.966454368,NearLeft,17,1,17,18.0,288.0,437.96653031
18,304.0,453.966423921,308.0,457.966391375,img/A/outside_man\sun_bqyrpmzmnorhqiuj.png,Outdoor,467.965730996,316.0,465.966954814,NearLeft,18,1,18,19.0,306.0,455.966402224
19,326.0,475.965571413,330.0,479.965555315,,None,487.965515769,336.0,485.965501071,NearLeft,19,1,19,20.0,328.0,477.967528052
20,340.0,489.965478673,344.0,493.967062952,img/A/outside_man\sun_ahsknmkvyzjvzpic.png,Outdoor,501.965397132,350.0,499.965409731,NearLeft,20,1,20,21.0,342.0,491.965456976
21,354.0,503.965382084,358.0,507.965331689,img/A/inside\sun_ahnymjevjmixbypi.png,Indoor,517.965292843,366.0,515.965298793,NearRight,21,1,21,22.0,356.0,505.965338338
22,370.0,519.965259597,374.0,523.965349187,img/A/outside_nat\sun_blyaxgejkrkfutoi.png,Outdoor,535.965862932,384.0,533.965845434,Left,22,1,22,23.0,372.0,521.965254347
23,394.0,543.969142778,398.0,547.966222343,img/A/inside\sun_abmkzxvudrcajnle.png,Indoor,555.965342188,404.0,553.965076217,Left,23,1,23,24.0,396.0,545.966238791
