,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,623.78117665,10.0,627.781196598,img/A/inside\sun_driyvaqmmhjdxhuk.png,Indoor,639.781061513,20.0,637.78108286,NearLeft,0,1,0,1.0,8.0,625.781138154
1,24.0,641.781055913,28.0,645.781013568,,None,653.780965623,34.0,651.78099677,NearLeft,1,1,1,2.0,26.0,643.781012168
2,44.0,661.780893881,48.0,665.780843836,img/A/outside_man\sun_azxxdozadjohyntn.png,Outdoor,673.78080919,54.0,671.78080744,NearLeft,2,1,2,3.0,46.0,663.780870083
3,60.0,677.780793092,64.0,681.780780493,img/A/inside\sun_acfqbzkjnydmqtyi.png,Indoor,689.781856977,70.0,687.798098025,Right,3,1,3,4.0,62.0,679.780742347
4,74.0,691.780864834,78.0,695.780658356,img/A/outside_man\sun_aaipvtqzzpbvmhnb.png,Outdoor,705.780572615,86.0,703.780578565,NearRight,4,1,4,5.0,76.0,693.780627559
5,90.0,707.780563516,94.0,711.780545668,img/A/outside_nat\sun_biykcvrzhhhqlcep.png,Outdoor,719.780478475,100.0,717.780523271,NearLeft,5,1,5,6.0,92.0,709.780536569
6,104.0,721.780465877,108.0,725.78043543,img/A/inside\sun_anikjvdrxrywuyvr.png,Indoor,735.780360888,116.0,733.78034409,NearRight,6,1,6,7.0,106.0,723.780427381
7,122.0,739.780330091,126.0,743.780283896,,None,753.780207955,134.0,751.780226853,NearRight,7,1,7,8.0,124.0,741.780298595
8,138.0,755.780218453,142.0,759.780188707,,None,771.780097017,152.0,769.780097017,NearRight,8,1,8,9.0,140.0,757.780173658
9,156.0,773.780070769,160.0,777.780083368,,None,787.779987828,168.0,785.779956682,Right,9,1,9,10.0,158.0,775.780051521
10,174.0,791.779946533,178.0,795.779931134,,None,803.780747596,184.0,801.779859742,Right,10,1,10,11.0,176.0,793.779937434
11,188.0,805.779944783,192.0,809.779840844,img/A/inside\sun_agxipqjrftuwlwpl.png,Indoor,817.779810747,198.0,815.797654273,NearLeft,11,1,11,12.0,190.0,807.779920636
12,202.0,819.780864484,206.0,823.796459852,img/A/inside\sun_ahvaoneopufydell.png,Indoor,831.779624917,212.0,829.779643115,Right,12,1,12,13.0,204.0,821.796453902
13,216.0,833.77960007,220.0,837.779655014,img/A/inside\sun_bdalroxvuvnihofa.png,Indoor,847.779572773,228.0,845.77950628,NearRight,13,1,13,14.0,218.0,835.779579072
14,236.0,853.779467784,240.0,857.779480383,img/A/outside_nat\sun_atjvpizdlvlfluni.png,Outdoor,865.779371545,246.0,863.779398842,NearRight,14,1,14,15.0,238.0,855.779454486
15,256.0,873.779358946,260.0,877.779280905,img/A/inside\sun_aqjtevapheavsuzi.png,Indoor,885.779244508,266.0,883.779247658,Left,15,1,15,16.0,258.0,875.7793222
16,270.0,887.77923191,274.0,891.779218261,,None,899.779150719,280.0,897.779150019,Left,16,1,16,17.0,272.0,889.779215812
17,290.0,907.795783025,294.0,911.77904538,img/A/outside_man\sun_aampbyuzlgrcrygt.png,Outdoor,919.778982037,300.0,917.779004084,Right,17,1,17,18.0,292.0,909.779020533
18,310.0,927.79564479,314.0,931.778901896,,None,939.779837345,320.0,937.7788585,Left,18,1,18,19.0,312.0,929.779101024
19,324.0,941.778832953,328.0,945.77877031,img/A/outside_nat\sun_ajpdesmpmbcnhujq.png,Outdoor,955.778693668,336.0,953.79591636,Left,19,1,19,20.0,326.0,943.778795157
20,340.0,957.778705217,344.0,961.77867442,img/A/inside\sun_auzwhookgjmsmnrs.png,Indoor,969.778830503,350.0,967.798403542,Left,20,1,20,21.0,342.0,959.778650973
21,358.0,975.778545284,362.0,979.799140913,img/A/outside_nat\sun_bqrvvaeesruldqsk.png,Outdoor,987.779727456,368.0,985.795283629,Right,21,1,21,22.0,360.0,977.778518337
22,378.0,995.795125096,382.0,999.795075401,img/A/outside_man\sun_bgxdivhitpqnkgdr.png,Outdoor,1007.79502396,388.0,1005.79501766,Left,22,1,22,23.0,380.0,997.795056153
23,392.0,1009.78154586,396.0,1013.79497846,,None,1023.79558845,404.0,1021.79564374,NearLeft,23,1,23,24.0,394.0,1011.79496936
