,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,161.718256936,10.0,165.71821704,img/A/inside\sun_aawinctpjwdokiof.png,Indoor,173.718159646,16.0,171.718148098,NearRight,0,1,0,1.0,8.0,163.718200592
1,20.0,175.718185194,24.0,179.7181306,img/A/outside_man\sun_aqvlqqorjorxjwnh.png,Outdoor,187.718074956,30.0,185.718072156,NearRight,1,1,1,2.0,22.0,177.718121851
2,34.0,189.718054308,38.0,193.718722736,img/A/inside\sun_abnptawlxcjefrmi.png,Indoor,201.718102953,44.0,199.721814302,NearLeft,2,1,2,3.0,36.0,191.717954219
3,48.0,203.717971717,52.0,207.717978366,,None,215.717902774,58.0,213.717891225,NearRight,3,1,3,4.0,50.0,205.717931471
4,62.0,217.717881776,66.0,221.720485146,img/A/outside_man\sun_azxxdozadjohyntn.png,Outdoor,229.717804785,72.0,227.717801985,Left,4,1,4,5.0,64.0,219.718560003
5,82.0,237.717910473,86.0,241.717702596,img/A/outside_nat\sun_adeqcskxygdmtcul.png,Outdoor,249.717675649,92.0,247.717678448,NearLeft,5,1,5,6.0,84.0,239.717706795
6,98.0,253.717740042,102.0,257.717592008,img/A/inside\sun_auzwhookgjmsmnrs.png,Indoor,269.718293682,112.0,267.718238038,NearRight,6,1,6,7.0,100.0,255.717599707
7,118.0,273.719940604,122.0,277.717495768,img/A/inside\sun_atbyxovooehnzemf.png,Indoor,289.717402678,132.0,287.717403378,Right,7,1,7,8.0,120.0,275.717485969
8,138.0,293.717396029,142.0,297.717529014,img/A/outside_nat\sun_ajpdesmpmbcnhujq.png,Outdoor,305.717302589,148.0,303.717306788,Right,8,1,8,9.0,140.0,295.717374331
9,158.0,313.717983965,162.0,317.718600249,,None,325.71719795,168.0,323.7171969,NearLeft,9,1,9,10.0,160.0,315.718568052
10,174.0,329.717171703,178.0,333.717130058,,None,341.717091912,184.0,339.717095761,Right,10,1,10,11.0,176.0,331.717115009
11,190.0,345.717071964,194.0,349.717797436,,None,357.717702946,200.0,355.716952977,NearLeft,11,1,11,12.0,192.0,347.717024719
12,206.0,361.718162796,210.0,365.716929529,img/A/inside\sun_abhfieooonebxjrg.png,Indoor,373.716889633,216.0,371.730943418,Left,12,1,12,13.0,208.0,363.718508209
13,226.0,381.71784538,230.0,385.716790594,,None,393.716754198,236.0,391.716760497,Left,13,1,13,14.0,228.0,383.718134099
14,240.0,395.716746149,244.0,399.716711503,img/A/inside\sun_aqjtevapheavsuzi.png,Indoor,409.716652009,252.0,407.716653409,NearLeft,14,1,14,15.0,242.0,397.716663908
15,256.0,411.716632761,260.0,415.716601615,img/A/inside\sun_azufbqqrxemnbupk.png,Indoor,425.719861863,268.0,423.717233646,Left,15,1,15,16.0,258.0,413.716586566
16,272.0,427.716528472,276.0,431.716491376,img/A/outside_nat\sun_atkmuptskkmzkdpk.png,Outdoor,441.716447981,284.0,439.716440632,Right,16,1,16,17.0,274.0,429.716499426
17,288.0,443.716431883,292.0,447.716376589,img/A/outside_man\sun_bwlcxhprfyrowoam.png,Outdoor,457.716351392,300.0,455.716340543,NearRight,17,1,17,18.0,290.0,445.716373789
18,310.0,465.716260401,314.0,469.716259001,,None,477.716293298,320.0,475.716202308,NearRight,18,1,18,19.0,312.0,467.716255852
19,328.0,483.716851488,332.0,487.716965225,img/A/inside\sun_adkonpxsblmtdukc.png,Indoor,497.716066172,340.0,495.716065472,Right,19,1,19,20.0,330.0,485.719265877
20,344.0,499.716051124,348.0,503.716034326,img/A/outside_nat\sun_bymmpcljitwmrebr.png,Outdoor,513.715959084,356.0,511.715948935,NearLeft,20,1,20,21.0,346.0,501.733418701
21,366.0,521.715930037,370.0,525.715895741,img/A/outside_man\sun_aofpsyendjarjvaw.png,Outdoor,533.715845696,376.0,531.715848146,Left,21,1,21,22.0,368.0,523.71589714
22,380.0,535.715840797,384.0,539.715875093,,None,547.716534772,390.0,545.715708861,Left,22,1,22,23.0,382.0,537.7158107
23,394.0,549.715745257,398.0,553.715743157,,None,563.715654617,406.0,561.715639918,Right,23,1,23,24.0,396.0,551.715721809
