,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,127.463373125,10.0,131.459140682,img/B/outside_nat\sun_abadecjsoottqgbp.png,Outdoor,139.450889972,16.0,137.461119368,Left,0,1,0,1.0,8.0,129.452908204
1,24.0,145.45275422,28.0,149.465208677,,None,157.45683478,34.0,155.467173715,NearRight,1,1,1,2.0,26.0,147.458978649
2,38.0,159.463035412,42.0,163.458849863,img/B/inside\sun_accyvmvbgmzabmow.png,Indoor,171.450446219,48.0,169.460811751,Right,2,1,2,3.0,40.0,161.452582739
3,56.0,177.452425256,60.0,181.464892661,img/B/outside_man\sun_aaoambggxfqxoibv.png,Outdoor,189.456512815,66.0,187.46694414,Right,3,1,3,4.0,58.0,179.458650385
4,70.0,191.462666201,74.0,195.458500601,img/B/inside\sun_aanvbkentoawqquo.png,Indoor,203.466748161,80.0,201.460519533,NearRight,4,1,4,5.0,72.0,193.452256924
5,84.0,205.456319286,88.0,209.452102241,img/B/inside\sun_abrfwthdzagzztaq.png,Indoor,219.466532584,96.0,217.4603596,Left,5,1,5,6.0,86.0,207.462503119
6,100.0,221.456197149,104.0,225.451939508,,None,235.466369502,112.0,233.460154172,NearLeft,6,1,6,7.0,102.0,223.462342486
7,122.0,243.458001555,126.0,247.453799558,img/B/outside_nat\sun_aacgcodmtsyjjmbx.png,Outdoor,257.45165044,134.0,255.462062167,NearRight,7,1,7,8.0,124.0,245.464191687
8,140.0,261.46407445,144.0,265.459845856,img/B/inside\sun_abwmjfnrmqjdltxn.png,Indoor,273.451453061,150.0,271.461899084,NearLeft,8,1,8,9.0,142.0,263.453642075
9,154.0,275.457650892,158.0,279.453469893,,None,289.451324275,166.0,287.461731802,Left,9,1,9,10.0,156.0,277.463864122
10,170.0,291.457525606,174.0,295.453351606,img/B/inside\sun_abbahynvuqekslgb.png,Indoor,305.451129346,182.0,303.461571869,Right,10,1,10,11.0,172.0,293.463752134
11,186.0,307.457360424,190.0,311.453149678,img/B/outside_man\sun_abvparldyjthmojd.png,Outdoor,319.461415086,196.0,317.45517211,NearLeft,11,1,11,12.0,188.0,309.463582753
12,202.0,323.457198041,206.0,327.453014942,,None,335.461214558,212.0,333.455003428,NearRight,12,1,12,13.0,204.0,325.46341932
13,216.0,337.450841677,220.0,341.463274436,img/B/outside_man\sun_aaxirkpajectciho.png,Outdoor,349.454908238,226.0,347.46527587,Left,13,1,13,14.0,218.0,339.457043008
14,230.0,351.461067224,234.0,355.456856478,img/B/inside\sun_abrqvtngwzzkyunp.png,Indoor,363.465080591,240.0,361.45887926,NearLeft,14,1,14,15.0,232.0,353.450644648
15,248.0,369.46713487,252.0,373.462905926,,None,385.450332482,262.0,383.4608254,NearLeft,15,1,15,16.0,250.0,371.45674799
16,272.0,393.458543996,276.0,397.454380145,,None,405.462598659,282.0,403.456366881,Left,16,1,16,17.0,274.0,395.464774374
17,292.0,413.454221262,296.0,417.450015766,img/B/outside_man\sun_aaxppqqoemukaosc.png,Outdoor,425.458234979,302.0,423.452032948,NearRight,17,1,17,18.0,294.0,415.46045304
18,306.0,427.464488805,310.0,431.460262661,,None,439.451906262,316.0,437.462273894,Right,18,1,18,19.0,308.0,429.45405993
19,322.0,443.46435092,326.0,447.460147173,img/B/outside_nat\sun_aafblbfkfftldfxp.png,Outdoor,457.457922463,334.0,455.451714833,Right,19,1,19,20.0,324.0,445.453902447
20,344.0,465.466154625,348.0,469.461946329,img/B/inside\sun_aakejyolaigkvisc.png,Indoor,481.466042287,358.0,479.459831157,Left,20,1,20,21.0,346.0,467.455774395
21,366.0,487.451405816,370.0,491.463869722,img/B/outside_nat\sun_aaqyzvrweabdxjzo.png,Outdoor,501.461672309,378.0,499.455432482,NearLeft,21,1,21,22.0,368.0,489.457647393
22,382.0,503.451251832,386.0,507.463685642,,None,515.455318394,392.0,513.465699324,Right,22,1,22,23.0,384.0,505.457472762
23,400.0,521.457335576,404.0,525.453119931,img/B/inside\sun_0ktvuinccdrmemdb.png,Indoor,533.461447633,410.0,531.455119965,NearRight,23,1,23,24.0,402.0,523.46351696
