,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,1268.1729531,10.0,1272.1687742,,None,1280.17701826,16.0,1278.17073504,Right,0,1,0,1.0,8.0,1270.17920272
1,24.0,1286.1789721,28.0,1290.17482889,img/B/outside_man\sun_acebwlwlbivavdcn.png,Outdoor,1302.17882511,38.0,1300.17261433,NearRight,1,1,1,2.0,26.0,1288.16858347
2,42.0,1304.16846448,46.0,1308.18087134,,None,1318.17866868,54.0,1316.1724404,NearRight,2,1,2,3.0,44.0,1306.17464901
3,62.0,1324.18075971,66.0,1328.17651991,,None,1336.16815301,72.0,1334.178507,Left,3,1,3,4.0,64.0,1326.17028428
4,76.0,1338.17435785,80.0,1342.17012855,img/B/inside\sun_acerznjesvvkvymi.png,Indoor,1350.17833167,86.0,1348.17215063,NearRight,4,1,4,5.0,78.0,1340.18054343
5,90.0,1352.16801443,94.0,1356.18040099,img/B/inside\sun_abntrinbqbsqoowj.png,Indoor,1366.17820288,102.0,1364.17198405,Right,5,1,5,6.0,92.0,1354.17418041
6,112.0,1374.16982548,116.0,1378.18226524,img/B/outside_nat\sun_aanfjwabnufovale.png,Outdoor,1390.1696764,126.0,1388.18008183,Right,6,1,6,7.0,114.0,1376.17599007
7,130.0,1392.17601842,134.0,1396.17169183,img/B/outside_nat\sun_abfqnimhfodrmbor.png,Outdoor,1404.17995409,140.0,1402.17372406,Right,7,1,7,8.0,132.0,1394.18208326
8,144.0,1406.16949582,148.0,1410.18194328,img/B/outside_man\sun_aaxppqqoemukaosc.png,Outdoor,1418.17357323,154.0,1416.18394121,NearRight,8,1,8,9.0,146.0,1408.17584379
9,158.0,1420.17978051,162.0,1424.17570765,img/B/outside_nat\sun_abaifaanomiouwiq.png,Outdoor,1432.18382327,168.0,1430.17755755,Left,9,1,9,10.0,160.0,1422.16935269
10,174.0,1436.17961358,178.0,1440.17551832,img/B/outside_nat\sun_abadecjsoottqgbp.png,Outdoor,1448.18364094,184.0,1446.17739972,NearLeft,10,1,10,11.0,176.0,1438.16919555
11,190.0,1452.17947499,194.0,1456.17526495,img/B/inside\sun_0ktvuinccdrmemdb.png,Indoor,1466.17310498,202.0,1464.18347716,Left,11,1,11,12.0,192.0,1454.16903247
12,206.0,1468.17929861,210.0,1472.17506162,,None,1480.18333053,216.0,1478.1770949,Right,12,1,12,13.0,208.0,1470.16887359
13,222.0,1484.17915163,226.0,1488.17493598,img/B/outside_man\sun_accnapeyuiitgzxz.png,Outdoor,1496.18323604,232.0,1494.17694302,NearLeft,13,1,13,14.0,224.0,1486.1687231
14,242.0,1504.1747813,246.0,1508.17069864,img/B/inside\sun_aawpvmrpwqvdtgzt.png,Indoor,1516.17883526,252.0,1514.17563486,NearLeft,14,1,14,15.0,244.0,1506.18098998
15,260.0,1522.1808444,264.0,1526.1766284,,None,1534.168258,270.0,1532.17866168,NearLeft,15,1,15,16.0,262.0,1524.17042042
16,274.0,1536.17445863,278.0,1540.17027379,img/B/inside\sun_aamjvvtynbmxfheq.png,Indoor,1548.1785112,284.0,1546.17231232,NearRight,16,1,16,17.0,276.0,1538.18067746
17,288.0,1550.16809702,292.0,1554.18053048,img/B/inside\sun_aaaezlmwnuubqwpb.png,Indoor,1562.17216253,298.0,1560.18253926,Left,17,1,17,18.0,290.0,1552.1742882
18,302.0,1564.17837156,306.0,1568.17414507,img/B/inside\sun_aaqhalpndqfclyti.png,Indoor,1578.17201415,314.0,1576.18235518,NearLeft,18,1,18,19.0,304.0,1566.1845442
19,324.0,1586.18021306,328.0,1590.17598972,,None,1600.17383255,336.0,1598.18423763,Left,19,1,19,20.0,326.0,1588.16980554
20,340.0,1602.18006748,344.0,1606.17586863,,None,1614.1840945,350.0,1612.17788442,NearLeft,20,1,20,21.0,342.0,1604.16961691
21,356.0,1618.1799037,360.0,1622.17571675,,None,1632.17351934,368.0,1630.18392896,NearRight,21,1,21,22.0,358.0,1620.16947307
22,376.0,1638.17553442,380.0,1642.17139891,img/B/outside_man\sun_aaancoinbvtdypbc.png,Outdoor,1652.1691805,388.0,1650.17958313,Left,22,1,22,23.0,378.0,1640.1817515
23,394.0,1656.18160416,398.0,1660.17745641,img/B/inside\sun_abakyssezpogcttw.png,Indoor,1668.16899852,404.0,1666.17943055,Right,23,1,23,24.0,396.0,1658.17120784
