,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,805.156279845,10.0,809.134908,,None,817.144324085,16.0,815.136940931,NearLeft,0,1,0,1.0,8.0,807.145310628
1,22.0,821.138969312,26.0,825.134750867,img/B/inside\sun_aaeivpaottmutnqm.png,Indoor,835.132558354,34.0,833.142981629,Right,1,1,1,2.0,24.0,823.145149646
2,44.0,843.144046915,48.0,847.136601118,,None,855.144948067,54.0,853.138581904,Right,2,1,2,3.0,46.0,845.146989047
3,58.0,857.134420853,62.0,861.151402421,img/B/outside_nat\sun_aaarffxrewgissla.png,Outdoor,873.134276668,72.0,871.144682096,Left,3,1,3,4.0,60.0,859.140679928
4,76.0,875.144702394,80.0,879.136320798,,None,887.14455646,86.0,885.140393309,NearRight,4,1,4,5.0,78.0,877.146730075
5,90.0,889.134128984,94.0,893.146538296,img/B/inside\sun_aajprzhesstyaktd.png,Indoor,901.138180497,100.0,899.152820468,Left,5,1,5,6.0,92.0,891.140346064
6,108.0,907.140350963,112.0,911.135962086,img/B/outside_man\sun_abjgcvejnikiqaly.png,Outdoor,921.133811218,120.0,919.144216296,Right,6,1,6,7.0,110.0,909.146424558
7,124.0,923.140036347,128.0,927.13583715,img/B/outside_man\sun_aaalcefznkjgkkdo.png,Outdoor,935.144096959,134.0,933.13787918,NearRight,7,1,7,8.0,126.0,925.146263226
8,140.0,939.143948225,144.0,943.135685266,img/B/outside_nat\sun_aafqfjpechscyidz.png,Outdoor,951.144004569,150.0,949.139707383,Right,8,1,8,9.0,142.0,941.147879701
9,154.0,953.133504302,158.0,957.146081945,img/B/outside_man\sun_accbrnzxuvtlnfte.png,Outdoor,965.140581238,164.0,963.147970341,NearLeft,9,1,9,10.0,156.0,955.140986145
10,168.0,967.143788642,172.0,971.139572297,img/B/outside_man\sun_abscglgenasvhlpp.png,Outdoor,979.149145515,178.0,977.141576531,NearRight,10,1,10,11.0,170.0,969.133327221
11,186.0,985.133193185,190.0,989.148482336,,None,997.137233499,196.0,995.147648026,Left,11,1,11,12.0,188.0,987.139425663
12,204.0,1003.14200908,208.0,1007.13506443,,None,1017.13287577,216.0,1015.14331479,NearRight,12,1,12,13.0,206.0,1005.14546741
13,224.0,1023.13488315,228.0,1027.15052017,img/B/inside\sun_abaergayifsgacxt.png,Indoor,1035.13895951,234.0,1033.14935444,NearRight,13,1,13,14.0,226.0,1025.14111563
14,238.0,1037.14515804,242.0,1041.1427615,img/B/inside\sun_abfapslzvjbwpbfq.png,Indoor,1053.14500231,252.0,1051.14257287,Right,14,1,14,15.0,240.0,1039.13473127
15,256.0,1055.13459443,260.0,1059.14704609,img/B/inside\sun_abrnurmopsgqkxvn.png,Indoor,1067.1386484,266.0,1065.15127399,NearLeft,15,1,15,16.0,258.0,1057.14077582
16,276.0,1075.14750349,280.0,1079.14266631,,None,1087.13425567,286.0,1085.14468525,NearLeft,16,1,16,17.0,278.0,1077.13646358
17,290.0,1089.14401542,294.0,1093.1363243,img/B/inside\sun_aamrqohnymdzzcsm.png,Indoor,1103.1367537,302.0,1101.14455121,NearLeft,17,1,17,18.0,292.0,1091.14669298
18,310.0,1109.13614057,314.0,1113.14862477,img/B/inside\sun_aakejyolaigkvisc.png,Indoor,1123.15145702,322.0,1121.14019873,NearRight,18,1,18,19.0,312.0,1111.14237654
19,330.0,1129.14843789,334.0,1133.14424079,img/B/inside\sun_aawjsoxboluadxgw.png,Indoor,1141.13796212,340.0,1139.14624818,Left,19,1,19,20.0,332.0,1131.13883003
20,348.0,1147.13785678,352.0,1151.13741758,,None,1161.14812537,360.0,1159.14193069,Right,20,1,20,21.0,350.0,1149.14407596
21,370.0,1169.13982392,374.0,1173.13555123,img/B/outside_nat\sun_acfggivnbgypvwex.png,Outdoor,1183.13335242,382.0,1181.14375365,NearLeft,21,1,21,22.0,372.0,1171.14592586
22,386.0,1185.13955165,390.0,1189.13882758,img/B/outside_nat\sun_aacbgqunsjqeatcv.png,Outdoor,1197.14363746,396.0,1195.13738818,Left,22,1,22,23.0,388.0,1187.14576173
23,400.0,1199.13317219,404.0,1203.14776246,,None,1211.13747322,410.0,1209.14764523,Left,23,1,23,24.0,402.0,1201.13937982
