,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,804.497670476,10.0,808.510081188,,None,816.501693292,16.0,814.512094871,NearLeft,0,1,0,1.0,8.0,806.503816163
1,22.0,820.497487796,26.0,824.509879609,img/B/inside\sun_abqowuarvqqcnipn.png,Indoor,834.507753239,34.0,832.501494864,Right,1,1,1,2.0,24.0,822.503733222
2,44.0,842.499361844,48.0,846.511742459,,None,854.503393409,54.0,852.513789388,Right,2,1,2,3.0,46.0,844.505524679
3,58.0,856.509562894,62.0,860.50542249,img/B/outside_nat\sun_aazwxarwchtbkpuq.png,Outdoor,872.509391762,72.0,870.503227877,Left,3,1,3,4.0,60.0,858.49921626
4,76.0,874.499068226,80.0,878.511573777,,None,886.503055695,86.0,884.513430327,NearRight,4,1,4,5.0,78.0,876.505245759
5,90.0,888.509300772,94.0,892.505106124,img/B/inside\sun_abntrinbqbsqoowj.png,Indoor,900.51330399,100.0,898.507119107,Left,5,1,5,6.0,92.0,890.498905143
6,108.0,906.49874871,112.0,910.511158022,img/B/outside_man\sun_abspkwkylqkddaxr.png,Outdoor,920.508965508,120.0,918.502754378,Right,6,1,6,7.0,110.0,908.504931843
7,124.0,922.498592627,128.0,926.51098654,img/B/outside_man\sun_abvparldyjthmojd.png,Outdoor,934.502590596,134.0,932.512997423,NearRight,7,1,7,8.0,126.0,924.504781009
8,140.0,938.498445643,144.0,942.510839556,img/B/outside_nat\sun_aavmchfjuxkpmnuv.png,Outdoor,950.502433113,150.0,948.51284589,Right,8,1,8,9.0,142.0,940.504624226
9,154.0,952.508632344,158.0,956.504481092,img/B/outside_man\sun_abjkwkawctptshmr.png,Outdoor,964.512684907,164.0,962.506484976,NearLeft,9,1,9,10.0,156.0,954.498266462
10,168.0,966.50227493,172.0,970.498120528,img/B/outside_nat\sun_aaansjgvhbrbxvvk.png,Outdoor,978.506346041,178.0,976.500095365,NearRight,10,1,10,11.0,170.0,968.508491309
11,186.0,984.508337676,190.0,988.504162626,,None,996.51237974,196.0,994.506178759,Left,11,1,11,12.0,188.0,986.497953596
12,204.0,1002.49778036,208.0,1006.51020717,,None,1016.50799016,216.0,1014.50182243,NearRight,12,1,12,13.0,206.0,1004.50399009
13,224.0,1022.51006019,228.0,1026.50586624,img/B/inside\sun_abrqvtngwzzkyunp.png,Indoor,1034.49750494,234.0,1032.50785998,NearRight,13,1,13,14.0,226.0,1024.49965231
14,238.0,1036.50369613,242.0,1040.49949973,img/B/inside\sun_aaqhalpndqfclyti.png,Indoor,1052.50354179,252.0,1050.51391222,Right,14,1,14,15.0,240.0,1038.50989081
15,256.0,1054.50973508,260.0,1058.50555373,img/B/inside\sun_aawjsoxboluadxgw.png,Indoor,1066.49714938,266.0,1064.50754186,NearLeft,15,1,15,16.0,258.0,1056.49933
16,276.0,1074.50539869,280.0,1078.5012044,,None,1086.50942956,286.0,1084.50321563,NearLeft,16,1,16,17.0,278.0,1076.51157693
17,290.0,1088.49904023,294.0,1092.51144219,img/B/inside\sun_aajuhnhxgwkyyrwb.png,Indoor,1102.50926893,302.0,1100.50305815,NearLeft,17,1,17,18.0,292.0,1090.50519641
18,310.0,1108.51130851,314.0,1112.50708341,img/B/inside\sun_aawzwijpmowksmpn.png,Indoor,1122.50503613,322.0,1120.49871406,NearRight,18,1,18,19.0,312.0,1110.50085058
19,330.0,1128.50692488,334.0,1132.50273058,img/B/inside\sun_aajprzhesstyaktd.png,Indoor,1140.51096974,340.0,1138.50472292,Left,19,1,19,20.0,332.0,1130.51314126
20,348.0,1146.51299112,352.0,1150.50880208,,None,1160.50663441,360.0,1158.50040648,Right,20,1,20,21.0,350.0,1148.5025808
21,370.0,1168.49825876,374.0,1172.51066387,img/B/outside_man\sun_aawwwkzunboneeyy.png,Outdoor,1182.50847976,382.0,1180.50227773,NearLeft,21,1,21,22.0,372.0,1170.50443
22,386.0,1184.49810303,390.0,1188.51049764,img/B/outside_nat\sun_aalltyvjhbzhkmvg.png,Outdoor,1196.5021059,396.0,1194.51251028,Left,22,1,22,23.0,388.0,1186.50429981
23,400.0,1198.51169136,404.0,1202.50414478,,None,1210.51238079,410.0,1208.50612066,Left,23,1,23,24.0,402.0,1200.49791545
