,cue,cue_flip,dly,dly_flip,imgfile,imgtype,iti_flip,mgs,mgs_flip,side,thisN,thisRepN,thisTrialN,trial,vgs,vgs_flip
0,6.0,523.283114216,10.0,527.279473909,img/A/inside\sun_aawinctpjwdokiof.png,Indoor,535.287204575,16.0,533.280959849,NearLeft,0,1,0,1.0,8.0,525.289323597
1,26.0,543.278777834,30.0,547.274582486,,None,555.283674156,36.0,553.27658567,Left,1,1,1,2.0,28.0,545.285638844
2,42.0,559.27863085,46.0,563.274441102,img/A/inside\sun_agxipqjrftuwlwpl.png,Indoor,571.282651566,52.0,569.276416289,Right,2,1,2,3.0,44.0,561.285482411
3,56.0,573.272280085,60.0,577.285342076,,None,585.2763113,66.0,583.286702729,NearRight,3,1,3,4.0,58.0,575.278469167
4,70.0,587.282471685,74.0,591.278329882,img/A/inside\sun_asizwxdltgasvzue.png,Indoor,601.276147168,82.0,599.286553295,NearRight,4,1,4,5.0,72.0,589.288691215
5,92.0,609.285032709,96.0,613.280185032,img/A/outside_man\sun_ahsknmkvyzjvzpic.png,Outdoor,625.284224996,106.0,623.277993219,Right,5,1,5,6.0,94.0,611.273957804
6,116.0,633.275823103,120.0,637.288249212,img/A/outside_nat\sun_bpqombtghzcbglwk.png,Outdoor,647.286074897,128.0,645.279841019,Right,6,1,6,7.0,118.0,635.282694611
7,132.0,649.275653371,136.0,653.271508068,img/A/outside_man\sun_aampbyuzlgrcrygt.png,Outdoor,661.280378561,142.0,659.273490954,NearLeft,7,1,7,8.0,134.0,651.28187185
8,146.0,663.285929313,150.0,667.281747264,img/A/outside_nat\sun_azwqfihcsoflfihf.png,Outdoor,677.279725182,158.0,675.302971774,NearRight,8,1,8,9.0,148.0,665.275501487
9,164.0,681.275349604,168.0,685.292989451,,None,693.279422114,174.0,691.289791496,Right,9,1,9,10.0,166.0,683.281560384
10,178.0,695.285592649,182.0,699.281460294,img/A/inside\sun_driyvaqmmhjdxhuk.png,Indoor,707.273055251,188.0,705.283434782,NearRight,10,1,10,11.0,180.0,697.27519772
11,196.0,713.275063684,200.0,717.288159272,img/A/inside\sun_aqqqvkeocxjjbmvb.png,Indoor,725.279172241,206.0,723.272891469,Left,11,1,11,12.0,198.0,715.281256267
12,210.0,727.287083838,214.0,731.28113028,,None,739.290020021,220.0,737.283127865,Left,12,1,12,13.0,212.0,729.274890803
13,224.0,741.278963314,228.0,745.274768316,img/A/outside_man\sun_bjeuogjtlonvfbet.png,Outdoor,753.282991729,234.0,751.276775,Left,13,1,13,14.0,226.0,743.285145397
14,238.0,755.289188861,242.0,759.285049858,img/A/outside_nat\sun_ajpdesmpmbcnhujq.png,Outdoor,769.282831447,250.0,767.276631166,NearLeft,14,1,14,15.0,240.0,757.279691235
15,256.0,773.278612302,260.0,777.274475048,,None,785.282694611,266.0,783.276475082,Right,15,1,15,16.0,258.0,775.284826932
16,276.0,793.27427277,280.0,797.286825216,img/A/inside\sun_blkzrscmyrliztij.png,Indoor,807.287303964,288.0,805.278313434,Left,16,1,16,17.0,278.0,795.280715575
17,298.0,815.276180064,302.0,819.288599175,img/A/outside_nat\sun_bqrvvaeesruldqsk.png,Outdoor,829.286435708,310.0,827.280265523,NearRight,17,1,17,18.0,300.0,817.282370196
18,314.0,831.276027131,318.0,835.271816735,,None,843.280089842,324.0,841.273845816,NearLeft,18,1,18,19.0,316.0,833.287731968
19,328.0,845.286257927,332.0,849.282738357,img/A/inside\sun_atkrisvsrzpbgyxu.png,Indoor,859.280650482,340.0,857.273690433,Right,19,1,19,20.0,330.0,847.275858099
20,350.0,867.288135825,354.0,871.283943977,img/A/outside_man\sun_aggowhzjwlerlnxs.png,Outdoor,879.275584428,360.0,877.285924413,Left,20,1,20,21.0,352.0,869.27769855
21,366.0,883.287968543,370.0,887.283789293,,None,895.275401748,376.0,893.285784778,NearLeft,21,1,21,22.0,368.0,885.277552266
22,380.0,897.281610778,384.0,901.279033656,img/A/inside\sun_auzwhookgjmsmnrs.png,Indoor,913.281472193,394.0,911.275244615,NearLeft,22,1,22,23.0,382.0,899.287820509
23,398.0,915.287670725,402.0,919.283497775,,None,927.27510673,408.0,925.28548871,NearRight,23,1,23,24.0,400.0,917.278496814
